Rank,Word,Score,In Answerlist
8669,bimah,7943.0,No
8670,fados,7942.5,No
8671,equid,7942.0,No
8672,feaze,7942.0,No
8673,trill,7942.0,No
8674,wilga,7941.0,No
8675,swoln,7940.5,No
8676,fibro,7940.0,No
8677,fixes,7940.0,No
8678,grunt,7940.0,Yes
8679,migod,7940.0,No
8680,rinks,7940.0,No
8681,friar,7939.5,Yes
8682,gnapi,7939.0,No
8683,taits,7939.0,No
8684,plays,7938.5,No
8685,senes,7938.0,No
8686,serrs,7937.5,No
8687,weave,7937.5,Yes
8688,houts,7936.5,No
8689,banky,7936.0,No
8690,finos,7936.0,No
8691,seles,7936.0,No
8692,tossy,7935.5,No
8693,nanos,7935.0,No
8694,balky,7934.0,No
8695,filos,7934.0,No
8696,pavid,7934.0,No
8697,allis,7933.5,No
8698,izars,7933.5,No
8699,murls,7933.5,No
8700,prowl,7933.5,Yes
8701,honky,7933.0,No
8702,linds,7933.0,No
8703,memic,7933.0,No
8704,soaks,7932.5,No
8705,lamby,7932.0,No
8706,tacky,7932.0,Yes
8707,weber,7932.0,No
8708,doubt,7931.0,Yes
8709,saunf,7931.0,No
8710,gorbs,7930.0,No
8711,spurn,7930.0,Yes
8712,reses,7929.5,No
8713,unhat,7929.5,No
8714,verge,7929.5,Yes
8715,blind,7929.0,Yes
8716,empts,7929.0,No
8717,pacts,7927.5,No
8718,surfy,7927.5,No
8719,tzars,7927.5,No
8720,birds,7927.0,No
8721,damns,7927.0,No
8722,lazos,7927.0,No
8723,myals,7926.0,No
8724,lyses,7924.5,No
8725,muons,7924.5,No
8726,ovals,7924.5,No
8727,palms,7924.5,No
8728,sants,7924.5,No
8729,fancy,7924.0,Yes
8730,sados,7924.0,No
8731,wizes,7924.0,No
8732,exeat,7923.0,No
8733,tatou,7923.0,No
8734,salts,7922.5,No
8735,kitab,7922.0,No
8736,unlid,7922.0,No
8737,curns,7921.5,No
8738,drown,7921.5,Yes
8739,proot,7921.5,No
8740,sixes,7921.5,No
8741,pikau,7921.0,No
8742,grith,7920.5,No
8743,progs,7919.5,No
8744,agism,7918.5,No
8745,beedi,7918.5,No
8746,throb,7918.5,Yes
8747,dowak,7918.0,No
8748,natch,7917.5,No
8749,kayos,7916.0,No
8750,amaro,7915.5,No
8751,glees,7915.5,No
8752,punka,7915.5,No
8753,silos,7915.5,No
8754,alums,7915.0,No
8755,cyans,7914.0,No
8756,drere,7914.0,No
8757,jatos,7913.5,No
8758,pulka,7913.5,No
8759,gouts,7913.0,No
8760,pequi,7913.0,No
8761,tubas,7913.0,No
8762,tweel,7912.5,No
8763,fetes,7912.0,No
8764,etude,7911.5,Yes
8765,glede,7911.5,No
8766,henge,7911.5,No
8767,ennui,7910.5,Yes
8768,ruffe,7910.5,No
8769,spang,7910.5,No
8770,lanks,7910.0,No
8771,frank,7909.0,Yes
8772,muses,7909.0,No
8773,wards,7909.0,No
8774,sicko,7908.0,No
8775,sidas,7908.0,No
8776,crink,7907.0,No
8777,midst,7907.0,Yes
8778,sheep,7907.0,Yes
8779,bonds,7906.5,No
8780,dexie,7906.0,No
8781,fetch,7906.0,Yes
8782,feuds,7906.0,No
8783,flats,7906.0,No
8784,noois,7906.0,No
8785,cooty,7905.5,No
8786,naifs,7905.5,No
8787,spues,7905.5,No
8788,bolds,7904.5,No
8789,dhals,7904.5,No
8790,barks,7904.0,No
8791,clits,7904.0,No
8792,gelee,7904.0,No
8793,gilia,7904.0,No
8794,ollas,7904.0,No
8795,gonif,7903.5,No
8796,ikats,7903.0,No
8797,leche,7903.0,No
8798,rumpo,7903.0,No
8799,forms,7902.0,No
8800,locky,7902.0,No
8801,pompa,7902.0,No
8802,azoth,7901.5,No
8803,bonus,7901.5,Yes
8804,juvie,7901.5,No
8805,horks,7901.0,No
8806,aucht,7900.5,No
8807,neele,7900.5,No
8808,sloot,7900.5,No
8809,bolus,7899.5,No
8810,mokis,7899.5,No
8811,tiyns,7899.5,No
8812,carta,7899.0,No
8813,jerks,7899.0,No
8814,tasty,7898.5,Yes
8815,putos,7898.0,No
8816,rasta,7898.0,No
8817,seths,7898.0,No
8818,caxon,7897.5,No
8819,orlon,7897.5,No
8820,unmew,7897.5,No
8821,yagis,7897.5,No
8822,sibia,7896.5,No
8823,elect,7896.0,Yes
8824,psalm,7896.0,Yes
8825,sajou,7896.0,No
8826,sauch,7896.0,No
8827,omiai,7895.5,No
8828,loups,7895.0,No
8829,queer,7895.0,Yes
8830,wonts,7895.0,No
8831,cyton,7894.5,No
8832,odahs,7894.5,No
8833,shank,7894.5,Yes
8834,maill,7894.0,No
8835,dampy,7893.5,No
8836,dioch,7893.5,No
8837,musca,7893.5,No
8838,tween,7893.5,No
8839,agrum,7893.0,No
8840,donny,7892.5,No
8841,ghast,7892.5,No
8842,ichor,7892.5,No
8843,nodus,7892.5,No
8844,omdah,7892.5,No
8845,virgo,7892.0,No
8846,rakus,7891.5,No
8847,cepes,7891.0,No
8848,froth,7891.0,Yes
8849,gighe,7891.0,No
8850,cooly,7890.5,No
8851,timbo,7888.0,No
8852,zizel,7888.0,No
8853,guido,7887.5,No
8854,slats,7887.5,No
8855,vault,7886.0,Yes
8856,dingy,7885.5,Yes
8857,unmad,7885.5,No
8858,reeks,7885.0,No
8859,degum,7884.5,No
8860,loofa,7884.5,No
8861,lupin,7884.5,No
8862,shoud,7884.5,No
8863,wenny,7883.0,No
8864,barby,7882.5,No
8865,dauby,7882.5,No
8866,ymolt,7882.5,No
8867,honor,7882.0,Yes
8868,phese,7881.0,No
8869,tutor,7880.5,Yes
8870,divot,7880.0,No
8871,kadis,7880.0,No
8872,mooli,7880.0,No
8873,rexes,7878.5,No
8874,trows,7878.5,No
8875,wagon,7878.0,Yes
8876,asses,7877.5,No
8877,krays,7877.0,No
8878,samfi,7877.0,No
8879,buist,7876.0,No
8880,girsh,7876.0,No
8881,newed,7876.0,No
8882,wises,7876.0,No
8883,seifs,7875.5,No
8884,clays,7875.0,No
8885,nonis,7874.5,No
8886,snowy,7874.5,Yes
8887,youth,7873.5,Yes
8888,molvi,7873.0,No
8889,palar,7873.0,No
8890,pivot,7873.0,Yes
8891,bihon,7872.0,No
8892,elemi,7872.0,No
8893,compt,7871.5,No
8894,forum,7870.5,Yes
8895,crowl,7870.0,No
8896,roufs,7869.5,No
8897,sexed,7869.5,No
8898,dolly,7869.0,Yes
8899,luach,7869.0,No
8900,tumid,7869.0,No
8901,facty,7868.0,No
8902,lysin,7868.0,No
8903,waurs,7868.0,No
8904,drift,7867.5,Yes
8905,fecht,7867.5,No
8906,goyim,7867.0,No
8907,sweed,7867.0,No
8908,amoks,7866.0,No
8909,bedes,7866.0,No
8910,gaffe,7866.0,Yes
8911,hanky,7866.0,No
8912,thurl,7866.0,No
8913,fagin,7865.5,No
8914,kypes,7865.5,No
8915,mooly,7865.5,No
8916,yeuks,7865.5,No
8917,bewig,7865.0,No
8918,kraft,7864.0,No
8919,human,7863.5,Yes
8920,cajon,7863.0,No
8921,garbs,7863.0,No
8922,gybes,7863.0,No
8923,pyxed,7863.0,No
8924,icons,7862.0,No
8925,kyars,7862.0,No
8926,polly,7862.0,No
8927,wigan,7862.0,No
8928,kaing,7861.5,No
8929,calms,7861.0,No
8930,khets,7861.0,No
8931,ballo,7860.5,No
8932,situp,7860.5,No
8933,spank,7860.5,Yes
8934,visto,7860.5,No
8935,shogi,7860.0,No
8936,abius,7859.5,No
8937,welly,7859.5,No
8938,found,7858.5,Yes
8939,taras,7858.5,No
8940,muxes,7858.0,No
8941,tacit,7858.0,Yes
8942,aheap,7857.5,No
8943,comma,7857.5,Yes
8944,datum,7857.5,Yes
8945,hefts,7857.5,No
8946,feued,7857.0,No
8947,maiks,7857.0,No
8948,mechs,7857.0,No
8949,foids,7856.5,No
8950,pithy,7856.5,Yes
8951,crogs,7856.0,No
8952,ember,7855.5,Yes
8953,jello,7855.5,No
8954,ethne,7855.0,No
8955,hauls,7854.5,No
8956,kaids,7854.5,No
8957,sorbo,7854.5,No
8958,flans,7854.0,No
8959,oinks,7854.0,No
8960,qilas,7853.5,No
8961,trout,7853.5,Yes
8962,galvo,7852.0,No
8963,oculi,7852.0,No
8964,brust,7851.5,No
8965,calps,7851.5,No
8966,igged,7851.5,No
8967,crown,7851.0,Yes
8968,furos,7851.0,No
8969,ikans,7851.0,No
8970,trist,7851.0,No
8971,dorrs,7850.5,No
8972,pigly,7850.5,No
8973,aggro,7850.0,No
8974,chats,7849.0,No
8975,vaunt,7849.0,Yes
8976,zatis,7849.0,No
8977,deled,7848.0,No
8978,obang,7848.0,No
8979,agora,7847.5,No
8980,mieve,7847.0,No
8981,braxy,7846.5,No
8982,touzy,7846.5,No
8983,bints,7846.0,No
8984,emule,7846.0,No
8985,touch,7846.0,Yes
8986,ambos,7845.0,No
8987,blash,7845.0,No
8988,pluty,7845.0,No
8989,tapus,7844.0,No
8990,wrang,7844.0,No
8991,bilal,7843.5,No
8992,meeja,7843.5,No
8993,xenon,7843.5,No
8994,baloo,7843.0,No
8995,mooni,7843.0,No
8996,gaspy,7842.5,No
8997,syens,7842.5,No
8998,casky,7841.5,No
8999,puyas,7841.5,No
9000,frits,7841.0,No
9001,niton,7841.0,No
9002,calix,7840.5,No
9003,skeos,7840.5,No
9004,weeny,7840.5,No
9005,yurts,7840.5,No
9006,bands,7839.5,No
9007,sycon,7839.5,No
9008,bebop,7839.0,No
9009,bemix,7838.5,No
9010,lossy,7838.5,No
9011,prana,7838.5,No
9012,adyts,7838.0,No
9013,bagsy,7838.0,No
9014,dotty,7838.0,No
9015,fubar,7838.0,No
9016,balds,7837.5,No
9017,campi,7837.5,No
9018,flint,7837.5,Yes
9019,phyla,7837.5,No
9020,yells,7837.5,No
9021,ariki,7837.0,No
9022,honds,7836.5,No
9023,right,7836.5,Yes
9024,speck,7836.5,Yes
9025,velum,7836.0,No
9026,capul,7835.5,No
9027,wench,7835.5,No
9028,farms,7835.0,No
9029,lacky,7835.0,No
9030,feers,7834.5,No
9031,holds,7834.5,No
9032,nevus,7834.5,No
9033,suing,7834.5,Yes
9034,chals,7834.0,No
9035,harks,7834.0,No
9036,heedy,7834.0,No
9037,kapur,7834.0,No
9038,theme,7834.0,Yes
9039,ennog,7833.5,No
9040,girds,7833.5,No
9041,welch,7833.5,Yes
9042,dongs,7833.0,No
9043,graph,7833.0,Yes
9044,joins,7833.0,No
9045,panni,7833.0,No
9046,stoup,7833.0,No
9047,balus,7832.5,No
9048,makis,7832.5,No
9049,braks,7832.0,No
9050,fifes,7832.0,No
9051,micos,7832.0,No
9052,potty,7831.0,No
9053,flamy,7830.0,No
9054,oasts,7830.0,No
9055,plews,7829.0,No
9056,fauld,7828.5,No
9057,moony,7828.5,No
9058,fique,7828.0,No
9059,plebe,7828.0,No
9060,wants,7828.0,No
9061,coach,7827.5,Yes
9062,crudy,7827.5,No
9063,squee,7827.5,No
9064,thang,7827.5,No
9065,gaucy,7827.0,No
9066,raiah,7827.0,No
9067,silly,7826.5,Yes
9068,strum,7826.5,No
9069,clams,7826.0,No
9070,draws,7826.0,No
9071,pongs,7826.0,No
9072,danny,7825.5,No
9073,rammy,7825.5,No
9074,vison,7825.5,No
9075,hibas,7825.0,No
9076,maral,7825.0,No
9077,eyers,7824.5,No
9078,misgo,7824.5,No
9079,prims,7824.5,No
9080,vigor,7824.5,Yes
9081,clefs,7823.5,No
9082,campy,7823.0,No
9083,probs,7823.0,No
9084,drips,7822.0,No
9085,fleys,7822.0,No
9086,shiok,7822.0,No
9087,cadgy,7821.5,No
9088,ptype,7821.0,No
9089,winos,7821.0,No
9090,fence,7820.5,Yes
9091,sting,7819.5,Yes
9092,panny,7818.5,No
9093,udals,7818.5,No
9094,bykes,7818.0,No
9095,firth,7818.0,No
9096,gramp,7818.0,No
9097,hauns,7817.5,No
9098,subah,7817.5,No
9099,wedel,7817.5,No
9100,conic,7817.0,Yes
9101,powsy,7817.0,No
9102,claps,7816.5,No
9103,tauty,7816.5,No
9104,koori,7816.0,No
9105,seers,7816.0,No
9106,didie,7815.5,No
9107,pooka,7815.5,No
9108,colic,7815.0,No
9109,purau,7815.0,No
9110,croci,7814.5,No
9111,droll,7814.5,Yes
9112,mtepe,7814.0,No
9113,nitto,7814.0,No
9114,upjet,7814.0,No
9115,pulis,7813.0,No
9116,flexo,7812.5,No
9117,kunas,7812.5,No
9118,rocks,7812.5,No
9119,frays,7812.0,No
9120,heben,7812.0,No
9121,endue,7811.5,No
9122,golds,7811.0,No
9123,whort,7811.0,No
9124,kulas,7810.5,No
9125,turfy,7810.5,No
9126,boord,7809.5,No
9127,duits,7809.5,No
9128,outby,7809.0,No
9129,lanai,7808.0,No
9130,rimus,7808.0,No
9131,inust,7807.5,No
9132,pilow,7807.5,No
9133,proll,7807.5,No
9134,viols,7807.0,No
9135,yetts,7806.5,No
9136,burra,7806.0,No
9137,maran,7806.0,No
9138,proto,7806.0,No
9139,otium,7804.5,No
9140,arnas,7804.0,No
9141,dixie,7804.0,No
9142,kipas,7804.0,No
9143,sleys,7803.5,No
9144,doors,7803.0,No
9145,jails,7803.0,No
9146,blads,7802.5,No
9147,dally,7802.0,Yes
9148,bavin,7801.5,No
9149,build,7801.0,Yes
9150,diana,7800.5,No
9151,durgy,7800.5,No
9152,locus,7800.5,Yes
9153,mamil,7800.5,No
9154,stack,7800.5,Yes
9155,clipt,7800.0,No
9156,anyon,7799.0,No
9157,bisom,7799.0,No
9158,thuya,7799.0,No
9159,colly,7798.5,No
9160,swami,7798.5,Yes
9161,trick,7798.5,Yes
9162,chark,7798.0,No
9163,drouk,7798.0,No
9164,skelf,7797.5,No
9165,taxis,7797.5,No
9166,drool,7797.0,Yes
9167,pixie,7797.0,Yes
9168,powis,7797.0,No
9169,karri,7796.5,No
9170,onium,7796.5,No
9171,sadis,7796.5,No
9172,clavi,7796.0,No
9173,inspo,7796.0,No
9174,vexil,7795.5,No
9175,pally,7795.0,No
9176,teste,7795.0,No
9177,alant,7794.0,No
9178,neche,7794.0,No
9179,skers,7794.0,No
9180,towns,7794.0,No
9181,potch,7793.5,No
9182,bunty,7793.0,No
9183,dekko,7793.0,No
9184,snack,7792.5,Yes
9185,beets,7791.0,No
9186,grabs,7791.0,No
9187,limbo,7791.0,Yes
9188,hallo,7790.5,No
9189,leese,7790.5,No
9190,runds,7790.5,No
9191,kneed,7790.0,Yes
9192,mingy,7790.0,No
9193,tehee,7790.0,No
9194,fenks,7789.5,No
9195,skody,7789.5,No
9196,kuris,7788.5,No
9197,junta,7788.0,Yes
9198,ochry,7788.0,No
9199,quoit,7788.0,No
9200,bajri,7787.5,No
9201,ezine,7787.0,No
9202,fyces,7787.0,No
9203,mauby,7787.0,No
9204,rooky,7787.0,No
9205,worms,7787.0,No
9206,jatis,7786.0,No
9207,lassi,7786.0,No
9208,noups,7786.0,No
9209,teems,7786.0,No
9210,stilb,7785.5,No
9211,yolps,7785.5,No
9212,proxy,7785.0,Yes
9213,cuvee,7784.5,No
9214,malar,7784.5,No
9215,shaft,7784.5,Yes
9216,swamy,7784.0,No
9217,delve,7783.5,Yes
9218,dumas,7783.5,No
9219,koala,7783.5,Yes
9220,kelep,7782.5,No
9221,varus,7782.5,No
9222,gluon,7782.0,No
9223,opahs,7782.0,No
9224,sypes,7782.0,No
9225,ticca,7781.5,No
9226,accoy,7781.0,No
9227,decks,7781.0,No
9228,qualy,7781.0,No
9229,gurdy,7780.5,No
9230,kiefs,7780.5,No
9231,undue,7780.5,Yes
9232,would,7780.5,Yes
9233,privy,7780.0,Yes
9234,upbye,7780.0,No
9235,hemps,7779.5,No
9236,manoa,7779.5,No
9237,tibia,7779.5,Yes
9238,virls,7779.0,No
9239,aquae,7778.0,No
9240,craal,7778.0,No
9241,shets,7777.5,No
9242,thank,7777.5,Yes
9243,parrs,7776.5,No
9244,pumas,7776.5,No
9245,hints,7776.0,No
9246,umiac,7776.0,No
9247,wroth,7776.0,No
9248,shirk,7775.5,Yes
9249,rikka,7774.5,No
9250,unrig,7774.5,No
9251,hilts,7774.0,No
9252,pecks,7774.0,No
9253,dryad,7773.5,No
9254,molly,7773.5,No
9255,spicy,7773.5,Yes
9256,zloty,7773.0,No
9257,bleep,7772.0,Yes
9258,lassy,7771.5,No
9259,volts,7771.5,No
9260,offed,7771.0,No
9261,panch,7771.0,No
9262,reerd,7771.0,No
9263,saids,7771.0,No
9264,moloi,7770.5,No
9265,gaumy,7770.0,No
9266,gyros,7770.0,No
9267,mirch,7770.0,No
9268,wreck,7770.0,Yes
9269,hands,7769.5,No
9270,stink,7769.5,Yes
9271,devel,7769.0,No
9272,dusty,7769.0,Yes
9273,exite,7769.0,No
9274,needs,7769.0,No
9275,bobas,7768.5,No
9276,syces,7768.5,No
9277,aking,7768.0,No
9278,kutas,7768.0,No
9279,piais,7768.0,No
9280,where,7767.5,Yes
9281,lunts,7767.0,No
9282,srsly,7767.0,No
9283,axils,7766.5,No
9284,ludos,7766.5,No
9285,dangs,7766.0,No
9286,yarta,7766.0,No
9287,clews,7765.5,No
9288,patty,7764.0,Yes
9289,peghs,7764.0,No
9290,trots,7764.0,No
9291,steds,7763.5,No
9292,takhi,7763.5,No
9293,divas,7763.0,No
9294,oasal,7763.0,No
9295,docht,7762.0,No
9296,bayts,7761.0,No
9297,crims,7761.0,No
9298,blank,7759.5,Yes
9299,crura,7759.5,No
9300,funda,7759.5,No
9301,pangs,7759.0,No
9302,zayin,7759.0,No
9303,aphis,7758.5,No
9304,jamon,7758.5,No
9305,tsars,7758.5,No
9306,bells,7758.0,No
9307,sitch,7758.0,No
9308,soddy,7758.0,No
9309,gobis,7757.0,No
9310,gaitt,7756.0,No
9311,swapt,7756.0,No
9312,turms,7756.0,No
9313,craws,7755.5,No
9314,fisty,7755.5,No
9315,gosht,7755.5,No
9316,kirby,7755.5,No
9317,pyric,7755.5,No
9318,sneds,7755.5,No
9319,canny,7755.0,Yes
9320,vises,7754.5,No
9321,exile,7754.0,Yes
9322,untag,7754.0,No
9323,yfere,7754.0,No
9324,fraps,7753.5,No
9325,vatic,7753.5,No
9326,feyly,7753.0,No
9327,platt,7753.0,No
9328,tifos,7752.5,No
9329,wecht,7752.5,No
9330,kerve,7752.0,No
9331,crips,7751.5,No
9332,remex,7751.5,No
9333,rushy,7751.5,No
9334,simas,7751.5,No
9335,unpen,7751.5,No
9336,gilts,7750.5,No
9337,sowth,7750.5,No
9338,chiba,7750.0,No
9339,tuism,7750.0,No
9340,tweed,7750.0,Yes
9341,arroz,7749.5,No
9342,lowts,7749.0,No
9343,magic,7749.0,Yes
9344,tools,7749.0,No
9345,users,7749.0,No
9346,yechs,7749.0,No
9347,shrow,7748.5,No
9348,hykes,7748.0,No
9349,plong,7748.0,No
9350,yests,7748.0,No
9351,robot,7747.5,Yes
9352,shiai,7747.5,No
9353,mirin,7747.0,No
9354,turps,7746.5,No
9355,burls,7746.0,No
9356,taunt,7746.0,Yes
9357,vodka,7746.0,Yes
9358,biali,7745.5,No
9359,racks,7745.5,No
9360,chapt,7745.0,No
9361,embog,7745.0,No
9362,karzy,7745.0,No
9363,bring,7744.5,Yes
9364,unsod,7744.5,No
9365,keyed,7743.5,No
9366,spets,7743.5,No
9367,wound,7743.5,Yes
9368,nains,7743.0,No
9369,motty,7742.5,No
9370,adhoc,7742.0,No
9371,iodin,7742.0,No
9372,tythe,7742.0,No
9373,cleek,7741.5,No
9374,missa,7741.5,No
9375,plods,7741.0,No
9376,coths,7740.5,No
9377,squeg,7740.0,No
9378,yapok,7740.0,No
9379,hoord,7739.5,No
9380,cuits,7739.0,No
9381,nurds,7739.0,No
9382,agria,7738.5,No
9383,pitot,7738.5,No
9384,sough,7738.5,No
9385,innie,7738.0,No
9386,ngapi,7738.0,No
9387,gyved,7737.5,No
9388,limns,7737.5,No
9389,mongs,7737.5,No
9390,quorl,7737.5,No
9391,paths,7737.0,No
9392,dinky,7736.5,No
9393,hurra,7736.0,No
9394,murth,7736.0,No
9395,nkosi,7736.0,No
9396,soldo,7735.5,No
9397,flirs,7735.0,No
9398,mynah,7735.0,No
9399,recce,7735.0,No
9400,gusto,7734.0,Yes
9401,sekts,7734.0,No
9402,umbra,7734.0,Yes
9403,xylem,7733.5,No
9404,tinny,7733.0,No
9405,laura,7732.5,No
9406,debes,7732.0,No
9407,pitsu,7732.0,No
9408,pulmo,7730.5,No
9409,braai,7730.0,No
9410,manny,7730.0,No
9411,obits,7730.0,No
9412,lofts,7729.5,No
9413,pinky,7729.5,Yes
9414,twals,7728.0,No
9415,lucid,7727.5,Yes
9416,nebby,7727.5,No
9417,crool,7726.5,No
9418,munis,7726.5,No
9419,patch,7726.5,Yes
9420,writs,7726.0,No
9421,brack,7725.5,No
9422,quant,7725.5,No
9423,bovid,7725.0,No
9424,actus,7724.5,No
9425,sylva,7724.5,No
9426,jives,7723.5,No
9427,kamis,7723.5,No
9428,cobza,7723.0,No
9429,tinty,7723.0,No
9430,mawrs,7722.5,No
9431,nikab,7722.5,No
9432,bedye,7722.0,No
9433,fyked,7722.0,No
9434,buses,7721.5,No
9435,kebab,7721.0,Yes
9436,oshac,7720.5,No
9437,rusas,7720.5,No
9438,warms,7720.0,No
9439,murgi,7719.5,No
9440,sicht,7719.5,No
9441,aught,7719.0,No
9442,jalop,7719.0,No
9443,aglow,7718.0,Yes
9444,coifs,7718.0,No
9445,fossa,7718.0,No
9446,veles,7718.0,No
9447,fewer,7717.5,Yes
9448,groms,7717.5,No
9449,exine,7717.0,No
9450,optic,7716.5,Yes
9451,chems,7716.0,No
9452,moths,7715.5,No
9453,penne,7715.0,Yes
9454,uplit,7715.0,No
9455,hodja,7714.5,No
9456,yamun,7714.5,No
9457,dahls,7714.0,No
9458,stown,7713.5,No
9459,boabs,7713.0,No
9460,bodhi,7713.0,No
9461,carrs,7713.0,No
9462,giust,7713.0,No
9463,jupes,7713.0,No
9464,chewy,7712.5,No
9465,linum,7712.5,No
9466,ponto,7712.5,No
9467,snoot,7712.5,No
9468,toons,7712.0,No
9469,gismo,7711.0,No
9470,impot,7711.0,No
9471,lilac,7711.0,Yes
9472,smirk,7711.0,Yes
9473,venue,7711.0,Yes
9474,warps,7710.5,No
9475,tilly,7709.5,No
9476,yoick,7709.5,No
9477,burns,7709.0,No
9478,glads,7709.0,No
9479,mixie,7708.5,No
9480,adunc,7708.0,No
9481,bawty,7708.0,No
9482,rigor,7708.0,Yes
9483,sadhu,7708.0,No
9484,subha,7708.0,No
9485,tempt,7708.0,No
9486,yogic,7708.0,No
9487,bancs,7707.5,No
9488,bugan,7707.5,No
9489,croon,7707.5,No
9490,crowd,7707.5,Yes
9491,guild,7707.5,Yes
9492,moors,7707.5,No
9493,naiad,7707.5,No
9494,cutis,7707.0,No
9495,gashy,7707.0,No
9496,mezza,7706.5,No
9497,sayst,7706.5,No
9498,vants,7706.5,No
9499,wazir,7706.5,No
9500,heels,7706.0,No
9501,breve,7704.5,No
9502,dirks,7704.5,No
9503,ranas,7704.0,No
9504,sirih,7704.0,No
9505,ablow,7703.5,No
9506,hexer,7703.5,No
9507,bewet,7703.0,No
9508,bhuna,7703.0,No
9509,etens,7701.5,No
9510,klett,7701.5,No
9511,podus,7701.5,No
9512,breer,7700.5,No
9513,catty,7700.5,Yes
9514,tsuba,7700.0,No
9515,wadis,7700.0,No
9516,hiply,7699.5,No
9517,ivied,7699.5,No
9518,mochi,7699.5,No
9519,vinos,7699.5,No
9520,duked,7699.0,No
9521,muils,7699.0,No
9522,plonk,7698.0,No
9523,pirks,7697.5,No
9524,lowns,7697.0,No
9525,scyes,7697.0,No
9526,sulfo,7697.0,No
9527,bosky,7696.0,No
9528,patia,7696.0,No
9529,cangs,7695.5,No
9530,bolix,7695.0,No
9531,sanad,7695.0,No
9532,brink,7694.5,Yes
9533,pinon,7694.5,No
9534,vegie,7694.5,No
9535,banjo,7694.0,Yes
9536,gamic,7694.0,No
9537,booty,7693.0,Yes
9538,salad,7693.0,Yes
9539,twiny,7693.0,No
9540,besee,7692.5,No
9541,rifts,7692.5,No
9542,smarm,7692.5,No
9543,gamut,7692.0,Yes
9544,pyots,7692.0,No
9545,blits,7691.5,No
9546,musha,7691.5,No
9547,sofas,7691.5,No
9548,hurts,7691.0,No
9549,saddy,7691.0,No
9550,tirrs,7691.0,No
9551,gazon,7690.5,No
9552,nazis,7690.5,No
9553,roods,7690.5,No
9554,elegy,7690.0,Yes
9555,study,7690.0,Yes
9556,ancon,7689.5,No
9557,eleet,7689.5,No
9558,nulla,7689.5,No
9559,ovist,7689.0,No
9560,matra,7688.5,No
9561,hells,7688.0,No
9562,hylas,7688.0,No
9563,nouny,7687.5,No
9564,uncoy,7687.0,No
9565,nmols,7686.5,No
9566,pownd,7686.5,No
9567,bonum,7686.0,No
9568,peevo,7686.0,No
9569,sixty,7686.0,Yes
9570,mecks,7685.5,No
9571,limax,7685.0,No
9572,mochy,7685.0,No
9573,pewed,7685.0,No
9574,slurb,7685.0,No
9575,touks,7685.0,No
9576,ephah,7684.5,No
9577,scrow,7684.5,No
9578,ferer,7683.0,No
9579,swayl,7683.0,No
9580,mogul,7682.5,Yes
9581,virtu,7682.5,No
9582,lauch,7682.0,No
9583,mutis,7682.0,No
9584,unpot,7682.0,No
9585,kievs,7681.5,No
9586,neese,7681.5,No
9587,tamps,7681.5,No
9588,whets,7681.0,No
9589,acyls,7680.5,No
9590,vapid,7680.5,Yes
9591,amyls,7680.0,No
9592,leeps,7679.5,No
9593,miais,7679.5,No
9594,skimo,7679.5,No
9595,whorl,7679.5,No
9596,anoas,7679.0,No
9597,feyed,7678.5,No
9598,clods,7677.5,No
9599,nodum,7677.0,No
9600,ponks,7677.0,No
9601,bodgy,7676.0,No
9602,hurls,7676.0,No
9603,matty,7675.5,No
9604,polks,7675.0,No
9605,peeky,7674.5,No
9606,auras,7674.0,No
9607,casco,7674.0,No
9608,slily,7674.0,No
9609,fuzed,7673.5,No
9610,musty,7673.5,Yes
9611,tings,7673.5,No
9612,barfs,7673.0,No
9613,gonys,7673.0,No
9614,grovy,7673.0,No
9615,nifty,7673.0,No
9616,clous,7672.5,No
9617,welks,7672.5,No
9618,chevy,7671.5,No
9619,limma,7671.5,No
9620,saugh,7671.5,No
9621,drock,7671.0,No
9622,mangs,7670.5,No
9623,baiks,7669.5,No
9624,enemy,7669.5,Yes
9625,futon,7669.5,No
9626,vetch,7669.5,No
9627,namus,7669.0,No
9628,worry,7669.0,Yes
9629,bests,7668.5,No
9630,doucs,7668.5,No
9631,sooth,7668.5,Yes
9632,tolts,7668.5,No
9633,odism,7668.0,No
9634,loots,7667.0,No
9635,oskin,7667.0,No
9636,robug,7667.0,No
9637,hoiks,7666.5,No
9638,ogams,7666.5,No
9639,wilco,7666.0,No
9640,wongi,7666.0,No
9641,kaims,7665.5,No
9642,gilpy,7665.0,No
9643,group,7664.5,Yes
9644,squat,7664.0,Yes
9645,cumec,7663.5,No
9646,blays,7662.5,No
9647,dandy,7660.0,Yes
9648,incur,7659.5,Yes
9649,ratas,7659.5,No
9650,imari,7659.0,No
9651,poufy,7659.0,No
9652,clags,7658.5,No
9653,sacra,7658.5,No
9654,wisha,7658.5,No
9655,bocca,7658.0,No
9656,flout,7658.0,Yes
9657,mirrl,7657.5,No
9658,ooyah,7657.5,No
9659,thins,7657.5,No
9660,budas,7657.0,No
9661,caulk,7657.0,Yes
9662,frosh,7657.0,No
9663,prigs,7657.0,No
9664,tolls,7657.0,No
9665,ammon,7655.5,No
9666,broch,7655.5,No
9667,stans,7655.5,No
9668,reefs,7654.0,No
9669,ginga,7653.5,No
9670,coost,7653.0,No
9671,dykey,7652.5,No
9672,gurls,7652.5,No
9673,naras,7652.5,No
9674,mania,7652.0,Yes
