Rank,Word,Score,Overall Frequency,Pos1 Freq,Pos2 Freq,Pos3 Freq,Pos4 Freq,Pos5 Freq
7483,secco,2065.7374796747968,3126,365,241,56,150,58
7484,rerun,2065.6888292682925,3166,105,241,163,82,130
7485,okehs,2065.6,3248,41,10,177,28,36
7486,manus,2065.2,2998,107,304,137,82,36
7487,pixes,2065.2,2970,141,201,12,318,36
7488,fives,2065.0,2949,135,201,49,318,36
7489,hyleg,2065.0,3067,69,22,112,318,41
7490,pouis,2064.8,2922,141,279,165,158,36
7491,situp,2064.8,2898,365,201,111,82,56
7492,topic,2064.8,2992,149,279,57,158,31
7493,bunia,2064.7999999999997,2964,173,185,137,158,63
7494,proud,2064.7999999999997,2874,141,267,243,82,118
7495,orful,2064.6,3061,41,267,25,82,155
7496,pints,2064.6,3005,141,201,137,139,36
7497,rheme,2064.4,2830,105,144,177,68,422
7498,rubio,2064.4,3066,105,185,56,158,58
7499,shiva,2064.4,2852,365,144,266,45,63
7500,saves,2064.3072520325204,3025,365,304,49,318,36
7501,snafu,2064.2,2911,365,87,306,35,1
7502,grids,2064.0,2938,115,267,266,69,36
7503,ponga,2064.0,2976,141,279,137,76,63
7504,dormy,2063.8,2783,111,279,163,68,364
7505,objet,2063.7999999999997,3019,41,16,3,318,253
7506,necks,2063.6,3156,37,241,56,55,36
7507,renew,2063.6,2894,105,241,137,318,17
7508,thous,2063.4,3003,149,144,243,82,36
7509,broch,2063.2,2792,173,267,243,150,137
7510,nutsy,2063.2,2860,37,185,111,171,364
7511,dashy,2063.0,2847,111,304,80,28,364
7512,tufas,2063.0,3067,149,185,25,162,36
7513,dress,2062.9266341463413,3188,111,267,177,171,36
7514,brogs,2062.8,2908,173,267,243,76,36
7515,fidge,2062.8,2832,135,201,75,76,422
7516,locus,2062.8,3078,87,279,56,82,36
7517,lowts,2062.8,3060,87,279,26,139,36
7518,preem,2062.8,2808,141,267,177,318,42
7519,flaps,2062.6,2953,135,200,306,50,36
7520,hylas,2062.4,3170,69,22,112,162,36
7521,testy,2062.2416097560977,3051,149,241,80,139,364
7522,foxes,2062.2,2917,135,279,12,318,36
7523,probs,2062.2,2963,141,267,243,24,36
7524,tryps,2062.2,3083,149,267,29,50,36
7525,weest,2062.2,2821,82,241,177,171,253
7526,arnas,2062.1729268292684,3113,140,267,137,162,36
7527,batik,2062.0,2864,173,304,111,158,113
7528,pyros,2061.7999999999997,3107,141,22,163,132,36
7529,pupae,2061.6031707317075,3036,141,185,57,162,422
7530,fonts,2061.6,2952,135,279,137,139,36
7531,sumac,2061.6,2900,365,185,61,162,31
7532,vibes,2061.6,3000,43,201,56,318,36
7533,birdo,2061.4,2993,173,201,163,69,58
7534,stulm,2061.4,2895,365,77,165,162,42
7535,ruing,2061.2,2916,105,185,266,182,41
7536,sprig,2061.2,2910,365,61,163,158,41
7537,metta,2061.175463414634,3250,107,241,111,139,63
7538,kuias,2061.0,2989,20,185,266,162,36
7539,prims,2060.8,2916,141,267,266,68,36
7540,wends,2060.8,3058,82,241,137,69,36
7541,garum,2060.7999999999997,2964,115,304,163,82,42
7542,berme,2060.6,2723,173,241,163,68,422
7543,cutin,2060.6,2913,198,185,111,158,130
7544,osars,2060.5565528455286,3293,41,16,306,150,36
7545,prigs,2060.4,2910,141,267,266,76,36
7546,uplay,2060.4,2946,33,61,112,162,364
7547,mudra,2060.2,3047,107,185,75,150,63
7548,scody,2060.2,2713,365,40,243,69,364
7549,shack,2060.2,2715,365,144,306,150,113
7550,frack,2060.0,2786,135,267,306,150,113
7551,ivory,2060.0,2896,34,15,243,150,364
7552,munia,2060.0,3000,107,185,137,158,63
7553,poynt,2060.0,2844,141,279,29,182,253
7554,amowt,2059.8,2967,140,38,243,25,253
7555,owche,2059.7999999999997,3039,41,44,56,28,422
7556,ensue,2059.4,2937,72,87,80,82,422
7557,vatic,2059.4,3001,43,304,111,158,31
7558,wifes,2059.4,2991,82,201,25,318,36
7559,vezir,2059.3999999999996,2989,43,241,11,158,212
7560,taint,2059.2400487804875,2947,149,304,266,182,253
7561,helix,2059.2,3040,69,241,112,158,8
7562,obits,2059.2,3100,41,16,266,139,36
7563,pands,2059.2,2974,141,304,137,69,36
7564,adyts,2059.0,3189,140,20,29,139,36
7565,biach,2059.0,2787,173,201,306,150,137
7566,bogan,2059.0,2891,173,279,67,162,130
7567,koaps,2059.0,2971,20,279,306,50,36
7568,purga,2059.0,3013,141,185,163,76,63
7569,tacky,2059.0,2813,149,304,56,55,364
7570,momie,2058.6222439024386,2969,107,279,61,158,422
7571,porgy,2058.6,2749,141,279,163,76,364
7572,tweel,2058.6,2869,149,44,177,318,155
7573,jobes,2058.4,2958,20,279,56,318,36
7574,oshac,2058.4,3258,41,16,9,162,31
7575,sided,2058.3051219512195,2961,365,201,75,318,118
7576,persp,2058.2000813008126,3160,141,241,163,171,56
7577,ahing,2058.2,2915,140,144,266,182,41
7578,press,2058.1266341463415,3160,141,267,177,171,36
7579,furls,2058.0,2976,135,185,163,162,36
7580,groms,2058.0,2944,115,267,243,68,36
7581,longs,2058.0,3020,87,279,137,76,36
7582,sensi,2057.8360325203253,3141,365,241,137,171,11
7583,batch,2057.6,2846,173,304,111,150,137
7584,right,2057.4,2993,105,201,67,28,253
7585,fifer,2057.2674959349597,3026,135,201,25,318,212
7586,firth,2057.2,2912,135,201,163,139,137
7587,kugel,2057.2,2932,20,185,67,318,155
7588,pronk,2057.2,2798,141,267,243,182,113
7589,yechs,2057.2,3184,6,241,56,28,36
7590,bezil,2056.7999999999997,2936,173,241,11,158,155
7591,tinds,2056.6,3033,149,201,137,69,36
7592,vetch,2056.6,2973,43,241,111,150,137
7593,yagis,2056.6,3047,6,304,67,158,36
7594,towsy,2056.4,2768,149,279,26,171,364
7595,cubed,2056.3999999999996,2844,198,185,56,318,118
7596,ethne,2056.2,2919,72,77,9,182,422
7597,indol,2056.2,3105,34,87,75,132,155
7598,blocs,2056.0,2892,173,200,243,150,36
7599,roufs,2055.8,3013,105,279,165,35,36
7600,scind,2055.7999999999997,2779,365,40,266,182,118
7601,salts,2055.7072520325205,3088,365,304,112,139,36
7602,denes,2055.6,2864,111,241,137,318,36
7603,fount,2055.6,2750,135,279,165,182,253
7604,voxel,2055.6,2888,43,279,12,318,155
7605,azyme,2055.4,2985,140,2,29,68,422
7606,merge,2055.4,2753,107,241,163,76,422
7607,freed,2055.3999999999996,2749,135,267,177,318,118
7608,sajou,2055.3999999999996,2889,365,304,3,132,1
7609,arsis,2055.3687154471545,3210,140,267,80,158,36
7610,burin,2055.2,2886,173,185,163,158,130
7611,lemes,2055.2,2930,87,241,61,318,36
7612,mahis,2055.2,3016,107,304,9,158,36
7613,surfy,2055.2,2684,365,185,163,35,364
7614,cello,2055.0730406504063,3174,198,241,112,162,58
7615,degus,2055.0,3067,111,241,67,82,36
7616,esker,2055.0,3005,72,16,12,318,212
7617,moved,2054.7999999999997,2844,107,279,49,318,118
7618,whats,2054.6,2953,82,144,306,139,36
7619,wirer,2054.577707317073,2991,82,201,163,318,212
7620,bouts,2054.4,2896,173,279,165,139,36
7621,bunas,2054.4,2962,173,185,137,162,36
7622,clogs,2054.4,2922,198,200,243,76,36
7623,goved,2054.4,2838,115,279,49,318,118
7624,vinas,2054.4,3038,43,201,137,162,36
7625,volts,2054.4,3018,43,279,112,139,36
7626,hayey,2054.3994146341465,3016,69,304,29,318,364
7627,elude,2054.2,2805,72,200,165,69,422
7628,uncia,2054.2,3159,33,87,56,158,63
7629,waift,2054.2,2797,82,304,266,35,253
7630,chino,2054.0,2858,198,144,266,182,58
7631,chout,2054.0,2810,198,144,243,82,253
7632,hexad,2054.0,3022,69,241,12,162,118
7633,leges,2054.0,2924,87,241,67,318,36
7634,mikra,2054.0,3068,107,201,12,150,63
7635,never,2054.0,2852,37,241,49,318,212
7636,grego,2053.8133333333335,3190,115,267,177,76,58
7637,conus,2053.8,2935,198,279,137,82,36
7638,exeat,2053.7999999999997,2971,72,14,177,162,253
7639,apses,2053.7687154471546,3238,140,61,80,318,36
7640,paiks,2053.6,2888,141,304,266,55,36
7641,pousy,2053.6,2676,141,279,165,171,364
7642,ranas,2053.452926829268,3113,105,304,137,162,36
7643,lurch,2053.4,2941,87,185,163,150,137
7644,berob,2053.3788617886175,3160,173,241,163,132,11
7645,couth,2053.2,2810,198,279,165,139,137
7646,exier,2053.2,2834,72,14,266,318,212
7647,gibed,2053.0,2883,115,201,56,318,118
7648,gorps,2053.0,2993,115,279,163,50,36
7649,eyrir,2052.977707317073,3221,72,22,163,158,212
7650,crypt,2052.8,2890,198,267,29,50,253
7651,match,2052.8,2882,107,304,111,150,137
7652,musee,2052.8,2680,107,185,80,318,422
7653,yacht,2052.8,2990,6,304,56,28,253
7654,bison,2052.7999999999997,2944,173,201,80,132,130
7655,aspic,2052.6,3153,140,16,57,158,31
7656,cowry,2052.6,2743,198,279,26,150,364
7657,refix,2052.6,3063,105,241,25,158,8
7658,pratt,2052.5805365853657,2966,141,267,306,139,253
7659,wawes,2052.50087804878,3067,82,304,26,318,36
7660,gatch,2052.4,2876,115,304,111,150,137
7661,rouks,2052.3999999999996,2994,105,279,165,55,36
7662,venom,2052.3999999999996,3024,43,241,137,132,42
7663,derry,2052.2776097560973,2944,111,241,163,150,364
7664,flees,2052.2,2843,135,200,177,318,36
7665,panim,2052.2,2899,141,304,137,158,42
7666,oasal,2052.052926829268,3112,41,304,80,162,155
7667,dizen,2052.0,2906,111,201,11,318,130
7668,kcals,2052.0,3044,20,40,306,162,36
7669,reefs,2052.0,3024,105,241,177,35,36
7670,warbs,2052.0,3014,82,304,163,24,36
7671,purer,2051.977707317073,2958,141,185,163,318,212
7672,aural,2051.972926829268,3054,140,185,163,162,155
7673,atoll,2051.8416910569103,3173,140,77,243,162,155
7674,pendu,2051.8,3027,141,241,137,69,1
7675,casky,2051.6,2752,198,304,80,55,364
7676,kirns,2051.6,3018,20,201,163,182,36
7677,kogal,2051.6,2964,20,279,67,162,155
7678,marvy,2051.6,2764,107,304,163,45,364
7679,silky,2051.6,2688,365,201,112,55,364
7680,rarer,2051.461429851279,3102,105,304,163,318,212
7681,chaft,2051.4,2795,198,144,306,35,253
7682,flews,2051.4,3037,135,200,177,25,36
7683,abius,2051.3999999999996,3059,140,16,266,82,36
7684,coact,2051.331951219512,2932,198,279,306,150,253
7685,cleep,2051.2,2786,198,200,177,318,56
7686,joint,2051.2,2752,20,279,266,182,253
7687,moaky,2051.2,2678,107,279,306,55,364
7688,octet,2051.1739024390245,3187,41,40,111,318,253
7689,mouls,2051.0,2919,107,279,165,162,36
7690,atilt,2050.85156097561,3090,140,77,266,162,253
7691,penes,2050.8,2836,141,241,137,318,36
7692,beets,2050.6,2907,173,241,177,139,36
7693,could,2050.6,2803,198,279,165,162,118
7694,duits,2050.4,2926,111,185,266,139,36
7695,meuse,2050.4,2680,107,241,165,171,422
7696,rowth,2050.4,2960,105,279,26,139,137
7697,visna,2050.4,3038,43,201,80,182,63
7698,trist,2050.240048780488,2964,149,267,266,171,253
7699,balms,2050.2,2955,173,304,112,68,36
7700,ingot,2050.2,3035,34,87,67,132,253
7701,fetes,2050.0,2856,135,241,111,318,36
7702,feuds,2050.0,2986,135,241,165,69,36
7703,fitly,2050.0,2768,135,201,111,162,364
7704,kubie,2050.0,2856,20,185,56,158,422
7705,miaow,2050.0,2908,107,201,306,132,17
7706,malik,2049.8,2887,107,304,112,158,113
7707,exuls,2049.7999999999997,3117,72,14,165,162,36
7708,axons,2049.6,3006,140,14,243,182,36
7709,blaud,2049.6,2830,173,200,306,82,118
7710,plish,2049.6,2806,141,200,266,171,137
7711,viols,2049.3999999999996,2959,43,201,243,162,36
7712,gouts,2049.2,2926,115,279,165,139,36
7713,gunas,2049.2,2992,115,185,137,162,36
7714,hints,2049.0,3027,69,201,137,139,36
7715,flask,2048.8,2798,135,200,306,171,113
7716,stoas,2048.7072520325205,3125,365,77,243,162,36
7717,filon,2048.6,2941,135,201,112,132,130
7718,reeks,2048.6,3005,105,241,177,55,36
7719,caums,2048.4,2900,198,304,165,68,36
7720,indew,2048.4,3060,34,87,75,318,17
7721,qilas,2048.4,3058,23,201,112,162,36
7722,coala,2048.283658536585,2919,198,279,306,162,63
7723,surra,2048.2776097560973,3006,365,185,163,150,63
7724,coign,2048.2,2781,198,279,266,76,130
7725,andic,2048.0,3086,140,87,75,158,31
7726,sorry,2047.8776097560976,2742,365,279,163,150,364
7727,fonly,2047.8,2695,135,279,137,162,364
7728,pring,2047.8,2815,141,267,266,182,41
7729,blunt,2047.6,2764,173,200,165,182,253
7730,geode,2047.6,2686,115,241,243,69,422
7731,perry,2047.4776097560973,2916,141,241,163,150,364
7732,eigne,2047.4,2783,72,201,67,182,422
7733,joram,2047.2,2968,20,279,163,162,42
7734,simul,2047.1999999999998,2836,365,201,61,82,155
7735,caffe,2047.0544878048781,2909,198,304,25,35,422
7736,proby,2047.0,2719,141,267,243,24,364
7737,zilas,2047.0,3069,3,201,112,162,36
7738,pasch,2046.8,2870,141,304,80,150,137
7739,poind,2046.8,2754,141,279,266,182,118
7740,azons,2046.6,3009,140,2,243,182,36
7741,bydes,2046.6,2995,173,22,75,318,36
7742,tifos,2046.6,3049,149,201,25,132,36
7743,viced,2046.4,2920,43,201,56,318,118
7744,vibey,2046.3999999999999,2756,43,201,56,318,364
7745,talas,2046.052926829268,3088,149,304,112,162,36
7746,preke,2046.0,2702,141,267,177,55,422
7747,quyte,2046.0,2878,23,185,29,139,422
7748,meets,2045.8,2943,107,241,177,139,36
7749,miyas,2045.8,3053,107,201,29,162,36
7750,erven,2045.6000000000001,2852,72,267,49,318,130
7751,primy,2045.6000000000001,2672,141,267,266,68,364
7752,amigo,2045.6,3024,140,38,266,76,58
7753,volti,2045.6,3020,43,279,112,139,11
7754,donne,2045.5423902439024,2949,111,279,137,182,422
7755,crass,2045.5266341463416,3015,198,267,306,171,36
7756,ancho,2045.3999999999999,3163,140,87,56,28,58
7757,xrays,2045.3999999999999,3001,0,267,306,3,36
7758,hypes,2045.1999999999998,3074,69,22,57,318,36
7759,shies,2045.1072520325204,2955,365,144,266,318,36
7760,decko,2045.0,3061,111,241,56,55,58
7761,dukes,2045.0,2967,111,185,12,318,36
7762,mohrs,2045.0,3021,107,279,9,150,36
7763,nould,2045.0,2901,37,279,165,162,118
7764,cruft,2044.8,2796,198,267,165,35,253
7765,umbel,2044.8,3008,33,38,56,318,155
7766,upend,2044.6000000000001,3027,33,61,177,182,118
7767,quail,2044.3999999999999,2856,23,185,306,158,155
7768,wythe,2044.3999999999999,2964,82,22,111,28,422
7769,wifey,2044.2,2747,82,201,25,318,364
7770,colza,2044.1999999999998,2959,198,279,112,20,63
7771,lurgi,2044.1999999999998,3059,87,185,163,76,11
7772,trill,2044.0416910569104,3012,149,267,266,162,155
7773,geums,2044.0,2990,115,241,165,68,36
7774,growl,2044.0,2870,115,267,243,25,155
7775,pandy,2044.0,2730,141,304,137,69,364
7776,courb,2043.8,2871,198,279,165,150,11
7777,redid,2043.7051219512196,3190,105,241,75,158,118
7778,chyme,2043.6000000000001,2832,198,144,29,68,422
7779,spicy,2043.6000000000001,2602,365,61,266,150,364
7780,hands,2043.6,2996,69,304,137,69,36
7781,ymolt,2043.6,2938,6,38,243,162,253
7782,risky,2043.3999999999999,2869,105,201,80,55,364
7783,tents,2043.2416097560977,3200,149,241,137,139,36
7784,radix,2043.2,2972,105,304,75,158,8
7785,enema,2043.1999999999998,3094,72,87,177,68,63
7786,gosse,2043.0974959349594,2961,115,279,80,171,422
7787,quant,2042.8000000000002,2772,23,185,306,182,253
7788,nauch,2042.8,2876,37,304,165,150,137
7789,gramp,2042.6,2863,115,267,306,68,56
7790,sadhu,2042.6,2889,365,304,75,28,1
7791,wyted,2042.4,2970,82,22,111,318,118
7792,fyces,2042.3999999999999,3026,135,22,56,318,36
7793,faena,2042.3997560975606,3007,135,304,177,182,63
7794,ceili,2042.3710569105692,3091,198,241,266,162,11
7795,rumly,2042.1999999999998,2819,105,185,61,162,364
7796,sagar,2042.0529268292682,2850,365,304,67,162,212
7797,blank,2042.0,2754,173,200,306,182,113
7798,feyer,2042.0,2780,135,241,29,318,212
7799,isles,2041.9565528455287,3284,34,16,112,318,36
7800,fancy,2041.6,2676,135,304,137,150,364
7801,lacks,2041.6,3044,87,304,56,55,36
7802,sorts,2041.5072520325205,3047,365,279,163,139,36
7803,culpa,2041.4,2997,198,185,112,50,63
7804,egers,2041.4,3105,72,11,177,150,36
7805,rojis,2041.4,3015,105,279,3,158,36
7806,neeld,2041.2,2912,37,241,177,162,118
7807,azlon,2040.6000000000001,3057,140,2,112,132,130
7808,emery,2040.6000000000001,2867,72,38,177,150,364
7809,misty,2040.6000000000001,2807,107,201,80,139,364
7810,chiru,2040.6,2895,198,144,266,150,1
7811,veena,2040.4,2930,43,241,177,182,63
7812,flams,2040.3999999999999,2904,135,200,306,68,36
7813,pukes,2040.1999999999998,2939,141,185,12,318,36
7814,ambit,2040.0,2970,140,38,56,158,253
7815,chads,2040.0,2898,198,144,306,69,36
7816,flags,2040.0,2898,135,200,306,76,36
7817,smith,2040.0,2770,365,38,266,139,137
7818,dorbs,2039.8,2991,111,279,163,24,36
7819,mgals,2039.8,2985,107,11,306,162,36
7820,stick,2039.6000000000001,2752,365,77,266,150,113
7821,grips,2039.6,2910,115,267,266,50,36
7822,odeum,2039.6,3158,41,20,177,82,42
7823,clamp,2039.4,2847,198,200,306,68,56
7824,fumes,2039.3999999999999,2909,135,185,61,318,36
7825,khats,2039.3999999999999,2969,20,144,306,139,36
7826,lamps,2039.2,3040,87,304,61,50,36
7827,wefts,2039.2,3050,82,241,25,139,36
7828,zaxes,2039.2,2950,3,304,12,318,36
7829,duroc,2039.1999999999998,2984,111,185,163,132,31
7830,shell,2039.0416910569106,3001,365,144,177,162,155
7831,endow,2039.0,3143,72,87,75,132,17
7832,ebena,2038.8,3058,72,16,177,182,63
7833,copsy,2038.6,2685,198,279,57,171,364
7834,milpa,2038.4,3042,107,201,112,50,63
7835,dicto,2038.0,3020,111,201,56,139,58
7836,haiks,2038.0,2910,69,304,266,55,36
7837,rhabd,2038.0,2932,105,144,306,24,118
7838,touch,2038.0,2810,149,279,165,150,137
7839,terre,2037.8776097560974,2856,149,241,163,150,422
7840,lurgy,2037.8,2813,87,185,163,76,364
7841,umrah,2037.8,3041,33,38,163,162,137
7842,pipet,2037.6031707317072,2994,141,201,57,318,253
7843,tsuba,2037.6,3118,149,16,165,24,63
7844,valid,2037.6,2906,43,304,112,158,118
7845,rouky,2037.2,2750,105,279,165,55,364
7846,whirl,2037.1999999999998,2864,82,144,266,150,155
7847,suets,2037.1072520325204,3093,365,185,177,139,36
7848,chasm,2037.0,2821,198,144,306,171,42
7849,incur,2037.0,3081,34,87,56,82,212
7850,knive,2037.0,2835,20,87,266,45,422
7851,unlap,2037.0,3095,33,87,112,162,56
7852,vivre,2036.8725203252034,2949,43,201,49,150,422
7853,lingo,2036.8000000000002,3022,87,201,137,76,58
7854,fords,2036.8,2940,135,279,163,69,36
7855,piked,2036.8,2868,141,201,12,318,118
7856,pimas,2036.8,2994,141,201,61,162,36
7857,reefy,2036.8,2780,105,241,177,35,364
7858,warby,2036.8,2770,82,304,163,24,364
7859,sices,2036.7072520325203,3043,365,201,56,318,36
7860,naras,2036.6529268292682,3113,37,304,163,162,36
7861,alias,2036.572926829268,3029,140,200,266,162,36
7862,clips,2036.3999999999999,2894,198,200,266,50,36
7863,licht,2036.2,2977,87,201,56,28,253
7864,spayd,2036.2,2825,365,61,306,3,118
7865,borms,2036.0,2914,173,279,163,68,36
7866,kevil,2036.0,2978,20,241,49,158,155
7867,profs,2036.0,2912,141,267,243,35,36
7868,aahed,2035.9299999999998,2985,140,304,9,318,118
7869,egest,2035.8000000000002,2937,72,11,177,171,253
7870,notch,2035.8000000000002,2917,37,279,111,150,137
7871,calix,2035.8,2873,198,304,112,158,8
7872,mouly,2035.8,2675,107,279,165,162,364
7873,thaws,2035.8,2953,149,144,306,25,36
7874,onsen,2035.7976097560977,3224,41,87,80,318,130
7875,avoid,2035.4,2943,140,15,243,158,118
7876,satis,2035.3072520325204,3042,365,304,111,158,36
7877,raiah,2035.052926829268,2929,105,304,266,162,137
7878,balmy,2035.0,2711,173,304,112,68,364
7879,shift,2035.0,2683,365,144,266,35,253
7880,wyled,2035.0,2957,82,22,112,318,118
7881,sally,2034.8730406504067,2783,365,304,112,162,364
7882,chons,2034.8,2856,198,144,243,182,36
7883,handi,2034.8,2998,69,304,137,69,11
7884,tuism,2034.6,2849,149,185,266,171,42
7885,ambry,2034.4,2892,140,38,56,150,364
7886,gyans,2034.4,2950,115,22,306,182,36
7887,kutas,2034.4,3048,20,185,111,162,36
7888,pious,2034.4,2922,141,201,243,82,36
7889,howbe,2034.3999999999999,2844,69,279,26,24,422
7890,teems,2034.2,2943,149,241,177,68,36
7891,evite,2034.1999999999998,2781,72,15,266,139,422
7892,gouty,2034.0,2682,115,279,165,139,364
7893,rifer,2033.9743902439022,3026,105,201,25,318,212
7894,laura,2033.7997560975607,3054,87,304,165,150,63
7895,ephod,2033.6,3128,72,61,9,132,118
7896,lieve,2033.6,2768,87,201,177,45,422
7897,sloot,2033.4333170731709,2866,365,200,243,132,253
7898,aglus,2033.4,3135,140,11,112,82,36
7899,cruds,2033.3999999999999,2899,198,267,165,69,36
7900,reeky,2033.3999999999999,2761,105,241,177,55,364
7901,minos,2033.2,2980,107,201,137,132,36
7902,cibol,2033.1999999999998,2894,198,201,56,132,155
7903,dosed,2032.8458048780487,3044,111,279,80,318,118
7904,apart,2032.8139024390243,2966,140,61,306,150,253
7905,amids,2032.8000000000002,3022,140,38,266,69,36
7906,cupro,2032.8,2956,198,185,57,150,58
7907,mechs,2032.8,3076,107,241,56,28,36
7908,debus,2032.6000000000001,3037,111,241,56,82,36
7909,damns,2032.6,2925,111,304,61,182,36
7910,pyrex,2032.6,2953,141,22,163,318,8
7911,stivy,2032.6,2643,365,77,266,45,364
7912,brers,2032.5939024390243,3075,173,267,177,150,36
7913,padou,2032.4,2952,141,304,75,132,1
7914,quota,2032.4,2952,23,185,243,139,63
7915,craic,2032.3844715447153,3017,198,267,306,158,31
7916,palar,2032.252926829268,2953,141,304,112,162,212
7917,grebe,2032.2,2717,115,267,177,24,422
7918,chays,2032.1999999999998,2929,198,144,306,3,36
7919,nioza,2032.1999999999998,3011,37,201,243,20,63
7920,sedge,2032.1999999999998,2601,365,241,75,76,422
7921,herry,2031.8776097560974,2938,69,241,163,150,364
7922,jagir,2031.8,2879,20,304,67,158,212
7923,hizen,2031.6,2900,69,201,11,318,130
7924,jaunt,2031.6,2770,20,304,165,182,253
7925,tulip,2031.6,2946,149,185,112,158,56
7926,anigh,2031.4,2915,140,87,266,76,137
7927,goban,2031.3999999999999,2891,115,279,56,162,130
7928,nevus,2031.3999999999999,3089,37,241,49,82,36
7929,resus,2031.1687154471545,3261,105,241,80,82,36
7930,brisk,2031.0,2725,173,267,266,171,113
7931,sewen,2031.0,2665,365,241,26,318,130
7932,simba,2031.0,2909,365,201,61,24,63
7933,waxed,2031.0,2829,82,304,12,318,118
7934,gorms,2030.8,2944,115,279,163,68,36
7935,bahut,2030.6000000000001,2837,173,304,9,82,253
7936,ejido,2030.6,3073,72,2,266,69,58
7937,putos,2030.6,2981,141,185,111,132,36
7938,murre,2030.4776097560973,2909,107,185,163,150,422
7939,imbue,2030.0,2962,34,38,56,82,422
7940,pinda,2030.0,2976,141,201,137,69,63
7941,vrous,2030.0,2936,43,267,243,82,36
7942,pilaf,2029.8,2955,141,201,112,162,26
7943,wadts,2029.8,2959,82,304,75,139,36
7944,rebec,2029.6000000000001,2882,105,241,56,318,31
7945,chefs,2029.3999999999999,2989,198,144,177,35,36
7946,smirk,2029.3999999999999,2761,365,38,266,150,113
7947,gaucy,2029.2,2650,115,304,165,150,364
7948,jambe,2029.2,2828,20,304,61,24,422
7949,kbars,2029.2,3030,20,16,306,150,36
7950,kythe,2029.2,2980,20,22,111,28,422
7951,quran,2029.2,2940,23,185,163,162,130
7952,izard,2029.0,2975,34,2,306,150,118
7953,mango,2029.0,2927,107,304,137,76,58
7954,kente,2028.8000000000002,2742,20,241,137,139,422
7955,ashes,2028.7565528455284,3260,140,16,9,318,36
7956,graal,2028.7368292682925,2898,115,267,306,162,155
7957,dhols,2028.6000000000001,2917,111,144,243,162,36
7958,darzi,2028.6,2975,111,304,163,20,11
7959,bizes,2028.4,2888,173,201,11,318,36
7960,handy,2028.4,2752,69,304,137,69,364
7961,korus,2028.3999999999999,2994,20,279,163,82,36
7962,antra,2028.1197560975606,3174,140,87,111,150,63
7963,tenty,2028.0416097560976,2956,149,241,137,139,364
7964,salis,2027.9072520325205,3029,365,304,112,158,36
7965,suing,2027.8000000000002,2687,365,185,266,182,41
7966,finca,2027.6000000000001,2922,135,201,137,150,63
7967,kaids,2027.6,2916,20,304,266,69,36
7968,loups,2027.6,2968,87,279,165,50,36
7969,subah,2027.6,2776,365,185,56,162,137
7970,igapo,2027.4,3073,34,11,306,50,58
7971,bourd,2027.3999999999999,2789,173,279,165,150,118
7972,jehad,2027.2,3012,20,241,9,162,118
7973,adeem,2027.1999999999998,2914,140,20,177,318,42
7974,chalk,2027.0,2763,198,144,306,162,113
7975,fonda,2027.0,2923,135,279,137,69,63
7976,kulas,2027.0,3035,20,185,112,162,36
7977,veers,2027.0,2947,43,241,177,150,36
7978,cuzes,2026.6,2879,198,185,11,318,36
7979,tenny,2026.5423902439024,2956,149,241,137,182,364
7980,bints,2026.4,2920,173,201,137,139,36
7981,dribs,2026.4,2908,111,267,266,24,36
7982,kayos,2026.4,3030,20,304,29,132,36
7983,lacky,2026.4,2800,87,304,56,55,364
7984,yowsa,2026.3999999999999,3014,6,279,26,171,63
7985,zerks,2026.2,3045,3,241,163,55,36
7986,burns,2026.0,2884,173,185,163,182,36
7987,fleck,2026.0,2860,135,200,177,150,113
7988,bagsy,2025.8000000000002,2657,173,304,67,171,364
7989,ronuk,2025.8,2899,105,279,137,82,113
7990,kutai,2025.6,3050,20,185,111,162,11
7991,quirt,2025.3999999999999,2791,23,185,266,150,253
7992,taits,2025.2416097560974,3042,149,304,266,139,36
7993,flamy,2025.2,2660,135,200,306,68,364
7994,jerks,2025.2,3032,20,241,163,55,36
7995,samfi,2025.2,2858,365,304,61,35,11
7996,wases,2025.1687154471547,3067,82,304,80,318,36
7997,ohone,2025.1145853658536,2943,41,144,243,182,422
7998,rerig,2025.0888292682926,3107,105,241,163,158,41
7999,pukey,2025.0,2695,141,185,12,318,364
8000,rubli,2025.0,3029,105,185,56,162,11
8001,lemma,2024.7367804878047,3237,87,241,61,68,63
8002,breem,2024.6,2723,173,267,177,318,42
8003,cunts,2024.6,2911,198,185,137,139,36
8004,rinks,2024.4,3018,105,201,137,55,36
8005,vatus,2024.4,2990,43,304,111,82,36
8006,gripy,2024.3999999999999,2666,115,267,266,50,364
8007,eking,2024.2,2993,72,10,266,182,41
8008,omees,2024.2,2967,41,38,177,318,36
8009,reccy,2024.1374796747966,3026,105,241,56,150,364
8010,linds,2024.0,3020,87,201,137,69,36
8011,sight,2024.0,2764,365,201,67,28,253
8012,study,2024.0,2680,365,77,165,69,364
8013,leeps,2023.8,2979,87,241,177,50,36
8014,carrs,2023.6776097560974,3015,198,304,163,150,36
8015,mizes,2023.6,2924,107,201,11,318,36
8016,plexi,2023.6,3018,141,200,177,3,11
8017,pluty,2023.6,2700,141,200,165,139,364
8018,ruder,2023.5743902439021,2986,105,185,75,318,212
8019,copha,2023.0,2955,198,279,57,28,63
8020,unrid,2023.0,2999,33,87,163,158,118
