Rank,Word,Score,Pos1 Overall Freq,Pos1 Positional Freq,Pos2 Overall Freq,Pos2 Positional Freq,Pos3 Overall Freq,Pos3 Positional Freq,Pos4 Overall Freq,Pos4 Positional Freq,Pos5 Overall Freq,Pos5 Positional Freq
9609,roons,1794.1066707317075,897,753,753,573,668,105,279,243,182,36
9610,lezza,1794.1033739837399,716,1230,40,40,975,87,241,11,20,63
9611,mawns,1794.0500000000002,316,975,194,573,668,107,304,26,182,36
9612,belee,1794.0,280,1230,716,1230,1230,173,241,112,318,422
9613,kibla,1793.9500000000003,210,670,280,716,975,20,201,56,162,63
9614,shawm,1793.9,668,387,975,194,316,365,144,306,25,42
9615,swell,1793.8274715447155,668,194,1230,716,716,365,44,177,162,155
9616,wharf,1793.7,194,387,975,897,229,82,144,306,150,26
9617,booed,1793.5566707317075,280,753,753,1230,393,173,279,243,318,118
9618,fauch,1793.5500000000002,229,975,466,475,387,135,304,165,150,137
9619,aking,1793.45,975,210,670,573,310,140,10,266,182,41
9620,bedes,1793.4,280,1230,393,1230,668,173,241,75,318,36
9621,ixnay,1793.4,670,37,573,975,424,34,14,137,162,364
9622,idled,1793.3079878048782,670,393,716,1230,393,34,20,112,318,118
9623,oundy,1793.15,753,466,573,393,424,41,185,137,69,364
9624,unlaw,1793.15,466,573,716,975,194,33,87,112,162,17
9625,bewet,1793.1,280,1230,194,1230,729,173,241,26,318,253
9626,nkosi,1793.1,573,210,753,668,670,37,10,243,171,11
9627,jupes,1793.0000000000002,27,466,365,1230,668,20,185,57,318,36
9628,hiply,1792.95,387,670,365,716,424,69,201,57,162,364
9629,stuck,1792.9,668,729,466,475,210,365,77,165,150,113
9630,snyes,1792.7770813008133,668,573,424,1230,668,365,87,29,318,36
9631,glatt,1792.7348414634148,310,716,975,729,729,115,200,306,139,253
9632,miraa,1792.584756097561,316,670,897,975,975,107,201,163,162,63
9633,ablow,1792.5500000000002,975,280,716,753,194,140,16,112,132,17
9634,links,1792.5500000000002,716,670,573,210,668,87,201,137,55,36
9635,ronin,1792.440268292683,897,753,573,670,573,105,279,137,158,130
9636,divna,1792.3500000000001,393,670,152,573,975,111,201,49,182,63
9637,karzy,1792.2500000000002,210,975,897,40,424,20,304,163,20,364
9638,oinks,1792.2,753,670,573,210,668,41,201,137,55,36
9639,confs,1792.15,475,753,573,229,668,198,279,137,35,36
9640,saddo,1792.0718658536587,668,975,393,393,753,365,304,75,69,58
9641,helly,1791.6877398373983,387,1230,716,716,424,69,241,112,162,364
9642,jives,1791.65,27,670,152,1230,668,20,201,49,318,36
9643,trull,1791.5774715447155,729,897,466,716,716,149,267,165,162,155
9644,globy,1791.35,310,716,753,280,424,115,200,243,24,364
9645,rynds,1791.3000000000002,897,424,573,393,668,105,22,137,69,36
9646,honds,1791.2,387,753,573,393,668,69,279,137,69,36
9647,tools,1791.1566707317074,729,753,753,716,668,149,279,243,162,36
9648,kitul,1791.1000000000001,210,670,729,466,716,20,201,111,82,155
9649,local,1790.9500325203253,716,753,475,975,716,87,279,56,162,155
9650,troth,1790.778548780488,729,897,753,729,387,149,267,243,139,137
9651,toits,1790.7785487804879,729,753,670,729,668,149,279,266,139,36
9652,event,1790.75,1230,152,1230,573,729,72,15,177,182,253
9653,ictus,1790.75,670,475,729,466,668,34,40,111,82,36
9654,conks,1790.7,475,753,573,210,668,198,279,137,55,36
9655,machs,1790.5000000000002,316,975,475,387,668,107,304,56,28,36
9656,muxes,1790.45,316,466,37,1230,668,107,185,12,318,36
9657,allin,1790.4356422764229,975,716,716,670,573,140,200,112,158,130
9658,cycle,1790.3856300813009,475,424,475,716,1230,198,22,56,162,422
9659,nougs,1790.3500000000001,573,753,466,310,668,37,279,165,76,36
9660,fusty,1790.15,229,466,668,729,424,135,185,80,139,364
9661,grouf,1790.1000000000001,310,897,753,466,229,115,267,243,82,26
9662,adhoc,1790.0500000000002,975,393,387,753,475,140,20,9,132,31
9663,dimly,1790.0,393,670,316,716,424,111,201,61,162,364
9664,meteg,1789.8500000000001,316,1230,729,1230,310,107,241,111,318,41
9665,bling,1789.85,280,716,670,573,310,173,200,266,182,41
9666,motif,1789.8000000000002,316,753,729,670,229,107,279,111,158,26
9667,orlon,1789.7900000000002,753,897,716,753,573,41,267,112,132,130
9668,aquae,1789.7562804878048,975,29,466,975,1230,140,5,165,162,422
9669,petti,1789.6541341463417,365,1230,729,729,670,141,241,111,139,11
9670,yogin,1789.5000000000002,424,753,310,670,573,6,279,67,158,130
9671,impot,1789.45,670,316,365,753,729,34,38,57,132,253
9672,chavs,1789.4,475,387,975,152,668,198,144,306,45,36
9673,scats,1789.3270813008132,668,475,975,729,668,365,40,306,139,36
9674,pepos,1789.2636788617888,365,1230,365,753,668,141,241,57,132,36
9675,ficos,1789.2500000000002,229,670,475,753,668,135,201,56,132,36
9676,chara,1789.2308536585365,475,387,975,897,975,198,144,306,150,63
9677,ruchy,1789.05,897,466,475,387,424,105,185,56,28,364
9678,delve,1789.0,393,1230,716,152,1230,111,241,112,45,422
9679,weens,1788.8500000000001,194,1230,1230,573,668,82,241,177,182,36
9680,pyric,1788.8000000000002,365,424,897,670,475,141,22,163,158,31
9681,daych,1788.65,393,975,424,475,387,111,304,29,150,137
9682,nifty,1788.4500000000003,573,670,229,729,424,37,201,25,139,364
9683,zarfs,1788.4,40,975,897,229,668,3,304,163,35,36
9684,sabzi,1788.3500000000001,668,975,280,40,670,365,304,56,20,11
9685,smeek,1788.15,668,316,1230,1230,210,365,38,177,318,113
9686,clomp,1788.0000000000002,475,716,753,316,365,198,200,243,68,56
9687,eejit,1787.9500000000003,1230,1230,27,670,729,72,241,3,158,253
9688,bidon,1787.9,280,670,393,753,573,173,201,75,132,130
9689,dowly,1787.9,393,753,194,716,424,111,279,26,162,364
9690,moruk,1787.9,316,753,897,466,210,107,279,163,82,113
9691,steps,1787.6270813008132,668,729,1230,365,668,365,77,177,50,36
9692,cided,1787.568536585366,475,670,393,1230,393,198,201,75,318,118
9693,nomic,1787.5500000000002,573,753,316,670,475,37,279,61,158,31
9694,pigly,1787.5,365,670,310,716,424,141,201,67,162,364
9695,seifs,1787.477081300813,668,1230,670,229,668,365,241,266,35,36
9696,catty,1787.4541341463416,475,975,729,729,424,198,304,111,139,364
9697,cymas,1787.45,475,424,316,975,668,198,22,61,162,36
9698,jarks,1787.45,27,975,897,210,668,20,304,163,55,36
9699,frass,1787.3988861788619,229,897,975,668,668,135,267,306,171,36
9700,mauby,1787.3500000000001,316,975,466,280,424,107,304,165,24,364
9701,skell,1787.3274715447155,668,210,1230,716,716,365,10,177,162,155
9702,worky,1787.25,194,753,897,210,424,82,279,163,55,364
9703,brusk,1786.6000000000001,280,897,466,668,210,173,267,165,171,113
9704,hexer,1786.4500000000003,387,1230,37,1230,897,69,241,12,318,212
9705,jetes,1786.4,27,1230,729,1230,668,20,241,111,318,36
9706,wigan,1786.0,194,670,310,975,573,82,201,67,162,130
9707,solon,1785.9662682926833,668,753,716,753,573,365,279,112,132,130
9708,guild,1785.95,310,466,670,716,393,115,185,266,162,118
9709,exurb,1785.9,1230,37,466,897,280,72,14,165,150,11
9710,mises,1785.8962276422765,316,670,668,1230,668,107,201,80,318,36
9711,vints,1785.8000000000002,152,670,573,729,668,43,201,137,139,36
9712,hopak,1785.5000000000002,387,753,365,975,210,69,279,57,162,113
9713,munts,1785.4,316,466,573,729,668,107,185,137,139,36
9714,yirks,1785.4,424,670,897,210,668,6,201,163,55,36
9715,spiky,1785.3000000000002,668,365,670,210,424,365,61,266,55,364
9716,tying,1785.3000000000002,729,424,670,573,310,149,22,266,182,41
9717,yuked,1785.2,424,466,210,1230,393,6,185,12,318,118
9718,wedel,1785.1000000000001,194,1230,393,1230,716,82,241,75,318,155
9719,bless,1785.0488861788617,280,716,1230,668,668,173,200,177,171,36
9720,bruhs,1784.95,280,897,466,387,668,173,267,165,28,36
9721,mirky,1784.8500000000001,316,670,897,210,424,107,201,163,55,364
9722,outby,1784.8500000000001,753,466,729,280,424,41,185,111,24,364
9723,feces,1784.8000000000002,229,1230,475,1230,668,135,241,56,318,36
9724,walks,1784.7,194,975,716,210,668,82,304,112,55,36
9725,chiva,1784.65,475,387,670,152,975,198,144,266,45,63
9726,bedad,1784.618536585366,280,1230,393,975,393,173,241,75,162,118
9727,mikan,1784.6,316,670,210,975,573,107,201,12,162,130
9728,schul,1784.5500000000002,668,475,387,466,716,365,40,9,82,155
9729,skimo,1784.5,668,210,670,316,753,365,10,266,68,58
9730,ohing,1784.45,753,387,670,573,310,41,144,266,182,41
9731,gelee,1784.4,310,1230,716,1230,1230,115,241,112,318,422
9732,neems,1784.4,573,1230,1230,316,668,37,241,177,68,36
9733,strut,1784.339743902439,668,729,897,466,729,365,77,163,82,253
9734,dunam,1784.3000000000002,393,466,573,975,316,111,185,137,162,42
9735,phwat,1784.2000000000003,365,387,194,975,729,141,144,26,162,253
9736,melee,1784.1000000000001,316,1230,716,1230,1230,107,241,112,318,422
9737,haats,1784.0923780487803,387,975,975,729,668,69,304,306,139,36
9738,wheel,1784.0500000000002,194,387,1230,1230,716,82,144,177,318,155
9739,hakea,1784.0114634146341,387,975,210,1230,975,69,304,12,318,63
9740,wryer,1784.0048048780488,194,897,424,1230,897,82,267,29,318,212
9741,haith,1783.710524390244,387,975,670,729,387,69,304,266,139,137
9742,tewed,1783.7000000000003,729,1230,194,1230,393,149,241,26,318,118
9743,mooed,1783.6566707317074,316,753,753,1230,393,107,279,243,318,118
9744,newbs,1783.5500000000002,573,1230,194,280,668,37,241,26,24,36
9745,mincy,1783.45,316,670,573,475,424,107,201,137,150,364
9746,sweep,1783.3500000000001,668,194,1230,1230,365,365,44,177,318,56
9747,smoky,1783.3000000000002,668,316,753,210,424,365,38,243,55,364
9748,sopor,1783.266268292683,668,753,365,753,897,365,279,57,132,212
9749,educe,1783.25,1230,393,466,475,1230,72,20,165,150,422
9750,othyl,1783.2,753,729,387,424,716,41,77,9,3,155
9751,piths,1783.1,365,670,729,387,668,141,201,111,28,36
9752,odism,1783.0000000000002,753,393,670,668,316,41,20,266,171,42
9753,locks,1782.95,716,753,475,210,668,87,279,56,55,36
9754,benji,1782.8000000000002,280,1230,573,27,670,173,241,137,2,11
9755,garri,1782.7613658536586,310,975,897,897,670,115,304,163,150,11
9756,ghees,1782.7500000000002,310,387,1230,1230,668,115,144,177,318,36
9757,edema,1782.7,1230,393,1230,316,975,72,20,177,68,63
9758,droll,1782.6274715447157,393,897,753,716,716,111,267,243,162,155
9759,marri,1782.4613658536584,316,975,897,897,670,107,304,163,150,11
9760,uncoy,1782.4500000000003,466,573,475,753,424,33,87,56,132,364
9761,lough,1782.4,716,753,466,310,387,87,279,165,76,137
9762,nouja,1782.4,573,753,466,27,975,37,279,165,2,63
9763,pongy,1782.4,365,753,573,310,424,141,279,137,76,364
9764,gnarr,1782.3826219512196,310,573,975,897,897,115,87,306,150,212
9765,coost,1782.3566707317075,475,753,753,668,729,198,279,243,171,253
9766,flogs,1782.3000000000002,229,716,753,310,668,135,200,243,76,36
9767,glims,1782.2500000000002,310,716,670,316,668,115,200,266,68,36
9768,anura,1782.2214634146342,975,573,466,897,975,140,87,165,150,63
9769,pogge,1782.187886178862,365,753,310,310,1230,141,279,67,76,422
9770,fecks,1781.95,229,1230,475,210,668,135,241,56,55,36
9771,curfs,1781.9,475,466,897,229,668,198,185,163,35,36
9772,onned,1781.875280487805,753,573,573,1230,393,41,87,137,318,118
9773,mimes,1781.8214471544716,316,670,316,1230,668,107,201,61,318,36
9774,wangs,1781.7500000000002,194,975,573,310,668,82,304,137,76,36
9775,sends,1781.577081300813,668,1230,573,393,668,365,241,137,69,36
9776,pomme,1781.550300813008,365,753,316,316,1230,141,279,61,68,422
9777,birks,1781.3500000000001,280,670,897,210,668,173,201,163,55,36
9778,chaat,1781.2656707317074,475,387,975,975,729,198,144,306,162,253
9779,saids,1781.0770813008132,668,975,670,393,668,365,304,266,69,36
9780,ubity,1781.05,466,280,670,729,424,33,16,266,139,364
9781,lyses,1781.0462276422766,716,424,668,1230,668,87,22,80,318,36
9782,hurds,1780.9500000000003,387,466,897,393,668,69,185,163,69,36
9783,vixen,1780.9,152,670,37,1230,573,43,201,12,318,130
9784,betty,1780.8541341463415,280,1230,729,729,424,173,241,111,139,364
9785,proll,1780.7274715447156,365,897,753,716,716,141,267,243,162,155
9786,carap,1780.6962804878049,475,975,897,975,365,198,304,163,162,56
9787,pygal,1780.65,365,424,310,975,716,141,22,67,162,155
9788,indie,1780.5237398373984,670,573,393,670,1230,34,87,75,158,422
9789,bemud,1780.5000000000002,280,1230,316,466,393,173,241,61,82,118
9790,hound,1780.45,387,753,466,573,393,69,279,165,182,118
9791,axiom,1780.3500000000001,975,37,670,753,316,140,14,266,132,42
9792,machi,1780.3500000000001,316,975,475,387,670,107,304,56,28,11
9793,waulk,1780.2500000000002,194,975,466,716,210,82,304,165,162,113
9794,bibes,1780.2258130081302,280,670,280,1230,668,173,201,56,318,36
9795,ghoul,1780.15,310,387,753,466,716,115,144,243,82,155
9796,moxas,1780.15,316,753,37,975,668,107,279,12,162,36
9797,wedgy,1780.15,194,1230,393,310,424,82,241,75,76,364
9798,aland,1780.1023780487803,975,716,975,573,393,140,200,306,182,118
9799,flong,1780.0000000000002,229,716,753,573,310,135,200,243,182,41
9800,nanty,1779.8880853658538,573,975,573,729,424,37,304,137,139,364
9801,tauty,1779.878548780488,729,975,466,729,424,149,304,165,139,364
9802,belly,1779.6377398373984,280,1230,716,716,424,173,241,112,162,364
9803,upbye,1779.5000000000002,466,365,280,424,1230,33,61,56,3,422
9804,rymer,1779.420243902439,897,424,316,1230,897,105,22,61,318,212
9805,bewdy,1779.4,280,1230,194,393,424,173,241,26,69,364
9806,shtup,1779.3500000000001,668,387,729,466,365,365,144,111,82,56
9807,pepon,1779.3136788617887,365,1230,365,753,573,141,241,57,132,130
9808,ditch,1779.2,393,670,729,475,387,111,201,111,150,137
9809,bonds,1779.15,280,753,573,393,668,173,279,137,69,36
9810,forum,1779.0000000000002,229,753,897,466,316,135,279,163,82,42
9811,demes,1779.0,393,1230,316,1230,668,111,241,61,318,36
9812,nonas,1778.788085365854,573,753,573,975,668,37,279,137,162,36
9813,unlid,1778.5,466,573,716,670,393,33,87,112,158,118
9814,menge,1778.3,316,1230,573,310,1230,107,241,137,76,422
9815,hells,1778.2877398373985,387,1230,716,716,668,69,241,112,162,36
9816,dawed,1778.201804878049,393,975,194,1230,393,111,304,26,318,118
9817,tsubo,1778.2000000000003,729,668,466,280,753,149,16,165,24,58
9818,globs,1777.95,310,716,753,280,668,115,200,243,24,36
9819,ngapi,1777.9,573,310,975,365,670,37,11,306,50,11
9820,auxin,1777.8000000000002,975,466,37,670,573,140,185,12,158,130
9821,hests,1777.7462276422766,387,1230,668,729,668,69,241,80,139,36
9822,nikau,1777.55,573,670,210,975,466,37,201,12,162,1
9823,humas,1777.45,387,466,316,975,668,69,185,61,162,36
9824,naunt,1777.4165609756096,573,975,466,573,729,37,304,165,182,253
9825,piyut,1777.4,365,670,424,466,729,141,201,29,82,253
9826,slebs,1777.3770813008132,668,716,1230,280,668,365,200,177,24,36
9827,pitch,1777.3000000000002,365,670,729,475,387,141,201,111,150,137
9828,umped,1777.3000000000002,466,316,365,1230,393,33,38,57,318,118
9829,klett,1777.1848414634146,210,716,1230,729,729,20,200,177,139,253
9830,advts,1777.15,975,393,152,729,668,140,20,49,139,36
9831,yamun,1777.05,424,975,316,466,573,6,304,61,82,130
9832,emyds,1776.8500000000001,1230,316,424,393,668,72,38,29,69,36
9833,ogeed,1776.5500000000002,753,310,1230,1230,393,41,11,177,318,118
9834,nanos,1776.538085365854,573,975,573,753,668,37,304,137,132,36
9835,slump,1776.3500000000001,668,716,466,316,365,365,200,165,68,56
9836,nuses,1776.3462276422765,573,466,668,1230,668,37,185,80,318,36
9837,pyins,1776.15,365,424,670,573,668,141,22,266,182,36
9838,desis,1776.0462276422768,393,1230,668,670,668,111,241,80,158,36
9839,small,1776.0274715447156,668,316,975,716,716,365,38,306,162,155
9840,stonn,1775.968743902439,668,729,753,573,573,365,77,243,182,130
9841,exfil,1775.9,1230,37,229,670,716,72,14,25,158,155
9842,agave,1775.7023780487805,975,310,975,152,1230,140,11,306,45,422
9843,fritz,1775.7000000000003,229,897,670,729,40,135,267,266,139,4
9844,bimah,1775.7,280,670,316,975,387,173,201,61,162,137
9845,dogma,1775.45,393,753,310,316,975,111,279,67,68,63
9846,quete,1775.4,29,466,1230,729,1230,23,185,177,139,422
9847,yapok,1775.25,424,975,365,753,210,6,304,57,132,113
9848,baals,1775.2423780487802,280,975,975,716,668,173,304,306,162,36
9849,kamme,1775.2003008130082,210,975,316,316,1230,20,304,61,68,422
9850,juvie,1775.05,27,466,152,670,1230,20,185,49,158,422
9851,mulga,1775.0,316,466,716,310,975,107,185,112,76,63
9852,noove,1774.9066707317074,573,753,753,152,1230,37,279,243,45,422
9853,kreef,1774.9,210,897,1230,1230,229,20,267,177,318,26
9854,lauan,1774.8462804878047,716,975,466,975,573,87,304,165,162,130
9855,rusas,1774.6962276422767,897,466,668,975,668,105,185,80,162,36
9856,yojan,1774.6000000000001,424,753,27,975,573,6,279,3,162,130
9857,tarka,1774.561463414634,729,975,897,210,975,149,304,163,55,63
9858,ardri,1774.5421951219514,975,897,393,897,670,140,267,75,150,11
9859,duett,1774.5348414634148,393,466,1230,729,729,111,185,177,139,253
9860,dowls,1774.5,393,753,194,716,668,111,279,26,162,36
9861,sculk,1774.5,668,475,466,716,210,365,40,165,162,113
9862,rasam,1774.396280487805,897,975,668,975,316,105,304,80,162,42
9863,gyves,1774.2,310,424,152,1230,668,115,22,49,318,36
9864,gesso,1774.166105691057,310,1230,668,668,753,115,241,80,171,58
9865,snool,1774.1639756097563,668,573,753,753,716,365,87,243,132,155
9866,gulab,1774.1000000000001,310,466,716,975,280,115,185,112,162,11
9867,jilts,1774.1000000000001,27,670,716,729,668,20,201,112,139,36
9868,durgy,1774.05,393,466,897,310,424,111,185,163,76,364
9869,works,1773.8500000000001,194,753,897,210,668,82,279,163,55,36
9870,abbed,1773.7227642276423,975,280,280,1230,393,140,16,56,318,118
9871,tatou,1773.6210853658538,729,975,729,753,466,149,304,111,132,1
9872,cloot,1773.6139756097562,475,716,753,753,729,198,200,243,132,253
9873,corso,1773.6060000000002,475,753,897,668,753,198,279,163,171,58
9874,gaita,1773.561463414634,310,975,670,729,975,115,304,266,139,63
9875,virgo,1773.5500000000002,152,670,897,310,753,43,201,163,76,58
9876,drunk,1773.55,393,897,466,573,210,111,267,165,182,113
9877,mecca,1773.366605691057,316,1230,475,475,975,107,241,56,150,63
9878,ampul,1773.3000000000002,975,316,365,466,716,140,38,57,82,155
9879,joked,1773.3000000000002,27,753,210,1230,393,20,279,12,318,118
9880,spoor,1773.263975609756,668,365,753,753,897,365,61,243,132,212
9881,sabji,1773.1000000000001,668,975,280,27,670,365,304,56,2,11
9882,plows,1773.0500000000002,365,716,753,194,668,141,200,243,25,36
9883,smalm,1772.9698861788618,668,316,975,716,316,365,38,306,162,42
9884,habus,1772.9500000000003,387,975,280,466,668,69,304,56,82,36
9885,calls,1772.8377398373987,475,975,716,716,668,198,304,112,162,36
9886,haufs,1772.8000000000002,387,975,466,229,668,69,304,165,35,36
9887,kopje,1772.7500000000002,210,753,365,27,1230,20,279,57,2,422
9888,gurdy,1772.6999999999998,310,466,897,393,424,115,185,163,69,364
9889,tungs,1772.65,729,466,573,310,668,149,185,137,76,36
9890,labra,1772.611463414634,716,975,280,897,975,87,304,56,150,63
9891,input,1772.5,670,573,365,466,729,34,87,57,82,253
9892,magus,1772.4500000000003,316,975,310,466,668,107,304,67,82,36
9893,qadis,1772.4500000000003,29,975,393,670,668,23,304,75,158,36
9894,casts,1772.2962276422766,475,975,668,729,668,198,304,80,139,36
9895,sorus,1772.227081300813,668,753,897,466,668,365,279,163,82,36
9896,fawny,1772.1999999999998,229,975,194,573,424,135,304,26,182,364
9897,tutor,1772.1210853658538,729,466,729,753,897,149,185,111,132,212
9898,sikes,1772.077081300813,668,670,210,1230,668,365,201,12,318,36
9899,kinda,1772.0500000000002,210,670,573,393,975,20,201,137,69,63
9900,polks,1771.95,365,753,716,210,668,141,279,112,55,36
9901,misdo,1771.7500000000002,316,670,668,393,753,107,201,80,69,58
9902,gleek,1771.65,310,716,1230,1230,210,115,200,177,318,113
9903,unsod,1771.65,466,573,668,753,393,33,87,80,132,118
9904,lezes,1771.55,716,1230,40,1230,668,87,241,11,318,36
9905,yetts,1771.5041341463416,424,1230,729,729,668,6,241,111,139,36
9906,mirks,1771.4500000000003,316,670,897,210,668,107,201,163,55,36
9907,sodas,1771.3770813008132,668,753,393,975,668,365,279,75,162,36
9908,havoc,1771.3500000000001,387,975,152,753,475,69,304,49,132,31
9909,dowts,1771.3000000000002,393,753,194,729,668,111,279,26,139,36
9910,dongs,1770.9,393,753,573,310,668,111,279,137,76,36
9911,jowed,1770.8000000000002,27,753,194,1230,393,20,279,26,318,118
9912,pilch,1770.6000000000001,365,670,716,475,387,141,201,112,150,137
9913,tolly,1770.5377398373985,729,753,716,716,424,149,279,112,162,364
9914,tamal,1770.4962804878048,729,975,316,975,716,149,304,61,162,155
9915,butoh,1770.3500000000001,280,466,729,753,387,173,185,111,132,137
9916,lexes,1770.3500000000001,716,1230,37,1230,668,87,241,12,318,36
9917,cusec,1770.3194715447155,475,466,668,1230,475,198,185,80,318,31
9918,yells,1770.2877398373985,424,1230,716,716,668,6,241,112,162,36
9919,plaas,1770.065670731707,365,716,975,975,668,141,200,306,162,36
9920,leggo,1770.0378861788618,716,1230,310,310,753,87,241,67,76,58
9921,gelly,1770.0377398373985,310,1230,716,716,424,115,241,112,162,364
9922,whity,1769.95,194,387,670,729,424,82,144,266,139,364
9923,kerve,1769.9,210,1230,897,152,1230,20,241,163,45,422
9924,keens,1769.7500000000002,210,1230,1230,573,668,20,241,177,182,36
9925,yests,1769.7462276422766,424,1230,668,729,668,6,241,80,139,36
9926,algum,1769.6000000000001,975,716,310,466,316,140,200,67,82,42
9927,canon,1769.4902682926831,475,975,573,753,573,198,304,137,132,130
9928,gazon,1769.4500000000003,310,975,40,753,573,115,304,11,132,130
9929,ulmin,1769.4500000000003,466,716,316,670,573,33,200,61,158,130
9930,bhang,1769.45,280,387,975,573,310,173,144,306,182,41
9931,flisk,1769.4,229,716,670,668,210,135,200,266,171,113
9932,sapan,1769.396280487805,668,975,365,975,573,365,304,57,162,130
9933,aloha,1769.2714634146341,975,716,753,387,975,140,200,243,28,63
9934,myons,1769.2,316,424,753,573,668,107,22,243,182,36
9935,koses,1769.1962276422767,210,753,668,1230,668,20,279,80,318,36
9936,sados,1769.1270813008132,668,975,393,753,668,365,304,75,132,36
9937,docus,1769.0500000000002,393,753,475,466,668,111,279,56,82,36
9938,uncos,1769.0500000000002,466,573,475,753,668,33,87,56,132,36
9939,nided,1769.0185365853658,573,670,393,1230,393,37,201,75,318,118
9940,bantz,1769.0,280,975,573,729,40,173,304,137,139,4
9941,pongs,1769.0,365,753,573,310,668,141,279,137,76,36
9942,syens,1768.9270813008134,668,424,1230,573,668,365,22,177,182,36
9943,parps,1768.914349593496,365,975,897,365,668,141,304,163,50,36
9944,natty,1768.9041341463417,573,975,729,729,424,37,304,111,139,364
9945,burds,1768.9,280,466,897,393,668,173,185,163,69,36
9946,yugas,1768.8500000000001,424,466,310,975,668,6,185,67,162,36
9947,stems,1768.777081300813,668,729,1230,316,668,365,77,177,68,36
9948,gajos,1768.65,310,975,27,753,668,115,304,3,132,36
9949,vendu,1768.65,152,1230,573,393,466,43,241,137,69,1
9950,bound,1768.4,280,753,466,573,393,173,279,165,182,118
9951,majos,1768.35,316,975,27,753,668,107,304,3,132,36
9952,junta,1768.3000000000002,27,466,573,729,975,20,185,137,139,63
9953,comus,1768.1000000000001,475,753,316,466,668,198,279,61,82,36
9954,ydred,1767.907987804878,424,393,897,1230,393,6,20,163,318,118
9955,dodge,1767.819012195122,393,753,393,310,1230,111,279,75,76,422
9956,drool,1767.8139756097562,393,897,753,753,716,111,267,243,132,155
9957,lucid,1767.8000000000002,716,466,475,670,393,87,185,56,158,118
9958,globi,1767.8,310,716,753,280,670,115,200,243,24,11
9959,quoad,1767.7500000000002,29,466,753,975,393,23,185,243,162,118
9960,soyas,1767.7270813008133,668,753,424,975,668,365,279,29,162,36
9961,human,1767.5,387,466,316,975,573,69,185,61,162,130
9962,araks,1767.3523780487803,975,897,975,210,668,140,267,306,55,36
9963,blink,1767.25,280,716,670,573,210,173,200,266,182,113
9964,quark,1767.0,29,466,975,897,210,23,185,306,150,113
9965,hoick,1766.9,387,753,670,475,210,69,279,266,150,113
9966,helve,1766.8,387,1230,716,152,1230,69,241,112,45,422
9967,umbra,1766.7,466,316,280,897,975,33,38,56,150,63
9968,oozle,1766.6826951219514,753,753,40,716,1230,41,279,11,162,422
9969,whios,1766.6000000000001,194,387,670,753,668,82,144,266,132,36
9970,plock,1766.6,365,716,753,475,210,141,200,243,150,113
9971,equid,1766.5,1230,29,466,670,393,72,5,165,158,118
9972,nants,1766.4880853658537,573,975,573,729,668,37,304,137,139,36
9973,tauts,1766.478548780488,729,975,466,729,668,149,304,165,139,36
9974,almug,1766.45,975,716,316,466,310,140,200,61,82,41
9975,radii,1766.4222764227643,897,975,393,670,670,105,304,75,158,11
9976,picul,1766.3500000000001,365,670,475,466,716,141,201,56,82,155
9977,touzy,1766.25,729,753,466,40,424,149,279,165,20,364
9978,bells,1766.2377398373985,280,1230,716,716,668,173,241,112,162,36
9979,quint,1765.9,29,466,670,573,729,23,185,266,182,253
9980,tacan,1765.7962804878048,729,975,475,975,573,149,304,56,162,130
9981,bests,1765.6962276422767,280,1230,668,729,668,173,241,80,139,36
9982,sense,1765.5969593495938,668,1230,573,668,1230,365,241,137,171,422
9983,flips,1765.5500000000002,229,716,670,365,668,135,200,266,50,36
9984,criss,1765.298886178862,475,897,670,668,668,198,267,266,171,36
9985,blush,1765.0500000000002,280,716,466,668,387,173,200,165,171,137
9986,dwarf,1765.0500000000002,393,194,975,897,229,111,44,306,150,26
9987,slays,1764.9270813008131,668,716,975,424,668,365,200,306,3,36
9988,agast,1764.6023780487803,975,310,975,668,729,140,11,306,171,253
9989,gobis,1764.3500000000001,310,753,280,670,668,115,279,56,158,36
9990,teths,1764.2710853658537,729,1230,729,387,668,149,241,111,28,36
9991,cuing,1764.1,475,466,670,573,310,198,185,266,182,41
9992,drere,1764.0921951219511,393,897,1230,897,1230,111,267,177,150,422
9993,baisa,1764.011463414634,280,975,670,668,975,173,304,266,171,63
9994,khula,1764.0,210,387,466,716,975,20,144,165,162,63
9995,gopak,1763.8500000000001,310,753,365,975,210,115,279,57,162,113
9996,bewig,1763.75,280,1230,194,670,310,173,241,26,158,41
9997,powsy,1763.65,365,753,194,668,424,141,279,26,171,364
9998,kwirl,1763.6000000000001,210,194,670,897,716,20,44,266,150,155
9999,putid,1763.5,365,466,729,670,393,141,185,111,158,118
10000,antas,1763.4062804878047,975,573,729,975,668,140,87,111,162,36
10001,devel,1763.3500000000001,393,1230,152,1230,716,111,241,49,318,155
10002,awake,1763.1523780487803,975,194,975,210,1230,140,44,306,55,422
10003,flaxy,1763.15,229,716,975,37,424,135,200,306,3,364
10004,tweed,1763.0000000000002,729,194,1230,1230,393,149,44,177,318,118
10005,basij,1762.7500000000002,280,975,668,670,27,173,304,80,158,0
10006,maill,1762.7274715447154,316,975,670,716,716,107,304,266,162,155
10007,kangs,1762.65,210,975,573,310,668,20,304,137,76,36
10008,jumar,1762.5500000000002,27,466,316,975,897,20,185,61,162,212
