Rank,Word,Score,Top 5 Words
884,clang,2.618773587421396,"soree, store, stire, toise, shoer"
885,built,2.6184993780937704,"soare, saree, saner, crane, arose"
886,tramp,2.617913257585873,"slice, sonce, souce, socle, shone"
887,stoic,2.617744083772562,"brane, blaer, blare, laree, parle"
888,slurp,2.617604112041332,"coate, daine, faine, canoe, diane"
889,salvo,2.616479663243121,"trine, crine, trice, brine, cruet"
890,shirk,2.616089862587282,"coate, alone, olate, blate, plate"
891,basil,2.615765513157403,"trone, crone, corey, toner, prone"
892,scarf,2.615508921768593,"toile, boite, toney, moile, tuile"
893,seven,2.6146652346548667,"ariot, coaly, trail, lairy, boart"
894,dirty,2.6144062876551915,"slane, shale, soave, sauce, alose"
895,unset,2.614203645821241,"coaly, lairy, clary, clair, goary"
896,untie,2.6136489603546016,"soral, solar, coaly, soapy, clary"
897,ladle,2.6136108136443923,"roist, crost, story, snort, short"
898,greed,2.6132977355271905,"saint, slant, slaty, soily, sault"
899,candy,2.613175112495413,"slier, sorel, soler, soree, toile"
900,aunty,2.6129425753734896,"slier, sorel, soler, soree, crise"
901,wheat,2.6119761342564063,"soily, roily, sonly, souly, crony"
902,other,2.6115422265167543,"slain, saucy, slaid, sadly, scaly"
903,bleak,2.6113498871900886,"roist, crost, story, snort, short"
904,cloak,2.61087660363871,"trine, stire, shier, siree, seity"
905,chain,2.6104562060330494,"sorel, soler, soree, store, torse"
906,giver,2.610366488723065,"slant, slaty, sault, coast, salty"
907,raspy,2.609978139795759,"toile, boite, clote, clone, cline"
908,amber,2.60959747785588,"soily, sonly, souly, suint, stony"
909,torch,2.609417365420744,"saine, slane, slade, baile, paise"
910,valor,2.6094004930756896,"seity, suite, shite, shine, seine"
911,threw,2.608842208156537,"soily, coaly, soapy, slain, sloan"
912,girly,2.608241553588547,"coate, saute, stane, stoae, soave"
913,first,2.6077393098870862,"alone, haole, plane, canoe, leany"
914,chard,2.60772514444401,"toile, toise, seity, suite, stole"
915,elope,2.607664900545234,"saint, saury, stary, shart, stair"
916,inane,2.606693014668843,"crost, souly, story, short, surly"
917,plume,2.6049037061023874,"saint, roast, stary, roany, sonar"
918,riser,2.6048578254650696,"coaly, boaty, goaty, moany, toady"
919,heave,2.604557986135926,"soily, roist, roily, crost, sonly"
920,title,2.60429908633844,"saury, roany, sonar, snary, soapy"
921,binge,2.6025379967826776,"slart, slaty, roast, soral, solar"
922,patio,2.601708337748269,"sleer, cruse, slyer, cruel, sured"
923,freed,2.601127195027611,"saint, slant, slaty, soily, sault"
924,grunt,2.600169681007269,"saice, shale, slade, soave, slice"
925,badly,2.5992851648669424,"soree, trone, trine, store, stire"
926,hardy,2.599073576566796,"toile, toise, slice, suite, stole"
927,trick,2.598981084248349,"slane, shale, slade, soave, alose"
928,pouty,2.5989715161724547,"saine, slane, saice, saree, saner"
929,hovel,2.598881970542032,"saint, saury, stary, stair, snary"
930,scout,2.5984091139426546,"raile, raine, ariel, brane, paire"
931,goose,2.598264205228551,"trail, rainy, lairy, clart, trial"
932,baton,2.598213001715897,"slier, crise, slice, siler, shier"
933,fruit,2.5981693899894704,"slane, shale, slade, soave, alose"
934,perky,2.597624975823532,"saint, slant, sault, coast, loast"
935,repel,2.5974425428174155,"saint, coast, saunt, saith, boast"
936,cleft,2.596586418901752,"saury, roany, sonar, snary, rainy"
937,being,2.5961732261484194,"slart, slaty, roast, soral, solar"
938,elder,2.595612800991331,"saint, coast, saunt, soapy, saith"
939,juice,2.595059063001437,"slart, slant, slaty, roast, soral"
940,cargo,2.5950242416060467,"seity, suite, stile, shite, shine"
941,eerie,2.59479661146067,"slant, slaty, sault, coast, salty"
942,perch,2.594512607873927,"saint, slant, slaty, soily, sault"
943,scion,2.594018524889329,"prate, taler, teary, grate, frate"
944,wooer,2.593774501014928,"saint, slant, slaty, sault, salty"
945,flash,2.593574853485084,"trone, trine, crone, crine, corey"
946,spend,2.5935215006977,"ariot, coaly, trail, lairy, boart"
947,radio,2.5934515124926265,"sleet, suent, suety, shule, shute"
948,sheep,2.592228022307677,"roany, ariot, coaly, trail, rainy"
949,piece,2.591826785733721,"slart, slant, slaty, roast, soral"
950,brawl,2.591750933312268,"toise, seity, suite, stone, sonce"
951,owner,2.591663065356217,"slaty, sault, salty, saith, shalt"
952,terra,2.5915614748216758,"soily, sonly, souly, shily, shiny"
953,swath,2.5914083164523625,"crone, crine, corey, poire, prole"
954,shawl,2.591369597158427,"trone, trine, crone, crine, corey"
955,nadir,2.591234937422644,"stole, souce, shote, socle, close"
956,recap,2.591229339522385,"soily, sonly, souly, suint, stony"
957,genie,2.5911441897419696,"slart, slaty, roast, soral, solar"
958,moose,2.5910625959919744,"trail, rainy, lairy, clart, trial"
959,shelf,2.590835882924133,"roany, ariot, rainy, boart, orant"
960,awoke,2.590763796190463,"snirt, shirt, suint, surly, shily"
961,fecal,2.589412291328227,"roist, story, snort, short, snirt"
962,hotly,2.586905564374544,"saine, saice, saree, saner, crane"
963,posit,2.586793841505103,"crane, carle, brane, carne, blaer"
964,medal,2.5849244001664173,"roist, crost, story, snort, short"
965,tarot,2.584037777778485,"slice, shine, slide, seine, shiel"
966,ranch,2.5837867963065158,"toile, toise, seity, suite, stole"
967,carry,2.583459437076776,"toile, toise, suite, stole, stile"
968,relax,2.582770315943138,"suint, stony, souct, shiny, point"
969,masse,2.582455051126299,"roily, crony, triol, corny, print"
970,moult,2.581910663457012,"saine, saice, saree, saner, crane"
971,quart,2.5814028095420043,"slice, sonce, socle, shone, shine"
972,along,2.580822239603699,"stire, crise, shier, siree, seity"
973,decoy,2.580236567677655,"slart, saint, slant, sault, shart"
974,sperm,2.5796427443378502,"coaly, laity, boaty, daily, goaty"
975,suing,2.579499976290979,"roate, crate, trace, coate, orate"
976,spout,2.579409565352761,"raile, crane, raine, ariel, carle"
977,voila,2.5790376020919266,"cruet, sture, cruse, seter, crest"
978,blurt,2.578527581572514,"saine, saice, soave, paise, samey"
979,spank,2.5782555749392984,"toile, corey, trice, oriel, drole"
980,lunge,2.577859022757981,"roast, stary, shart, coast, stair"
981,verso,2.5763405251936717,"laity, paint, daily, naily, daint"
982,roger,2.576175314863204,"saint, slant, slaty, sault, salty"
983,fancy,2.575229078014047,"slier, sorel, soler, soree, toile"
984,joist,2.5747880237856338,"crane, carle, brane, carne, blaer"
985,tawny,2.5745562096603622,"slier, sorel, soler, soree, crise"
986,cloth,2.572230511069238,"saine, saree, saner, raise, arise"
987,split,2.570709514621872,"crane, brane, carne, crone, brace"
988,stink,2.5700544721882688,"carle, blaer, blare, brace, corey"
989,bugle,2.5699979912819946,"saint, roast, stary, roany, sonar"
990,ample,2.569496272838328,"roist, crost, story, snort, short"
991,enter,2.568587810631852,"soily, coaly, soapy, shaly, saucy"
992,abase,2.5676239664497205,"roily, crony, triol, corny, print"
993,straw,2.5672511089225187,"clone, cline, coley, moile, coney"
994,sworn,2.5669889956511422,"baile, maile, blate, plate, thale"
995,pecan,2.566948432100778,"soily, roist, roily, souly, story"
996,drawl,2.566341620498537,"toise, seity, suite, stone, sonce"
997,vault,2.566121348767931,"soree, crise, crone, shoer, crine"
998,froth,2.564032657794676,"saine, slane, saice, slade, sauce"
999,thorn,2.5636136816645734,"saice, slade, sauce, slice, baile"
1000,cramp,2.5626985090061254,"toile, toise, seity, suite, stole"
1001,burst,2.561185694656932,"alone, aline, liane, daine, maile"
1002,derby,2.560991243552815,"saint, slant, sault, coast, loast"
1003,gland,2.560411220535978,"soree, store, stire, toise, crise"
1004,guilt,2.56011564130315,"soare, saree, saner, crane, arose"
1005,amity,2.559999620182305,"sorel, soler, soree, crone, shoer"
1006,gnome,2.55997768969498,"slart, slaty, saury, stary, sault"
1007,harpy,2.559215284533167,"toile, toise, slice, suite, stole"
1008,rearm,2.5583273070008934,"soily, sonly, souly, suint, stony"
1009,viper,2.557812474639837,"slant, slaty, sault, coast, salty"
1010,niece,2.5576406121253843,"slart, slaty, roast, soral, solar"
1011,rebel,2.557105952598973,"saint, coast, saunt, soapy, saith"
1012,ruler,2.55690818485592,"saint, coast, soapy, saith, boast"
1013,agate,2.556208337597744,"soily, roily, sonly, souly, crony"
1014,gorge,2.555223628724788,"saint, slant, slaty, sault, salty"
1015,stall,2.5550471973533,"crone, crine, corey, poire, noire"
1016,chaos,2.554335713819203,"trine, brine, tried, frite, plier"
1017,depot,2.5522180164543737,"saury, snary, rainy, sarin, lairy"
1018,retry,2.551710642206744,"slain, sloan, slaid, solan, salon"
1019,melon,2.5508689598397503,"saury, stary, shart, stair, saith"
1020,pesto,2.5507086590517414,"rainy, lairy, clary, clair, dairy"
1021,acorn,2.550160528328359,"seity, suite, stile, shite, slide"
1022,abate,2.54994295800038,"soily, roily, sonly, souly, crony"
1023,swarm,2.549876395093168,"toile, boite, toney, clote, clone"
1024,burly,2.5495173978588124,"saine, saice, coate, stane, stoae"
1025,cigar,2.5490377069240813,"stole, stone, shote, shone, toney"
1026,pence,2.5480655766260663,"slart, slaty, soily, roast, soral"
1027,above,2.547602765565025,"snirt, shirt, suint, surly, shily"
1028,exact,2.547529712352545,"soily, roily, sonly, souly, surly"
1029,joint,2.547019496790885,"saree, share, seare, sared, shale"
1030,melee,2.546310257149709,"saint, roast, saury, stary, roany"
1031,felon,2.545900028576748,"saury, stary, shart, stair, saith"
1032,tepee,2.5457184630787477,"soily, soral, solar, saury, roany"
1033,blend,2.545050629621272,"roast, saury, stary, shart, coast"
1034,mount,2.545013455001357,"saice, saree, slier, raile, raise"
1035,algae,2.544980281460777,"roist, crost, story, snort, short"
1036,grind,2.5445376598569207,"slate, salet, stale, coate, saute"
1037,strip,2.5419778593015496,"alone, haole, canoe, leany, flane"
1038,grimy,2.541816235094664,"slate, slane, salet, stale, coate"
1039,quake,2.541721923097902,"soily, roist, roily, crost, sonly"
1040,brisk,2.5416796701785627,"coate, alone, olate, haole, plate"
1041,silky,2.5409800872929944,"roate, crate, crane, trace, coate"
1042,fraud,2.539502140281892,"toile, toise, slice, seity, stole"
1043,opera,2.539476495153264,"suint, shily, sluit, silty, shiny"
1044,lefty,2.5388640519906613,"sonar, sarin, sarod, cairn, sapor"
1045,sting,2.538813887979748,"carle, blaer, blare, brace, corey"
1046,speed,2.5375664516115544,"roany, ariot, coaly, trail, rainy"
1047,ebony,2.536737319660213,"slart, sault, shart, stair, trail"
1048,frond,2.536379492795331,"slate, saice, salet, stale, saute"
1049,rayon,2.5353423999393856,"slice, suite, stile, shite, slide"
1050,flume,2.535267253954672,"saint, roast, stary, roany, sonar"
1051,shift,2.5338463820071344,"crane, carle, brane, carne, blaer"
1052,madly,2.5336998188397453,"soree, trone, trine, store, stire"
1053,burnt,2.533417167662182,"saice, shale, slade, soave, slice"
1054,weave,2.5324804681445325,"soily, roist, roily, crost, sonly"
1055,rebut,2.532430638618872,"soily, coaly, soapy, slain, shaly"
1056,vague,2.531681548323639,"soily, roist, roily, crost, sonly"
1057,lapel,2.529926263447972,"roist, crost, story, snort, short"
1058,blank,2.5297847038628705,"soree, store, stire, toise, crise"
1059,vaunt,2.529224140312277,"slier, sorel, soler, soree, crise"
1060,amble,2.529159682619885,"roist, crost, story, snort, short"
1061,torus,2.528980454950795,"baile, aline, liane, daine, maile"
1062,plank,2.528866878720386,"soree, store, stire, toise, crise"
1063,scold,2.528715506424822,"raine, tiare, irate, prate, brane"
1064,women,2.527388277828377,"slart, slaty, saury, stary, sault"
1065,lever,2.5268083931822174,"saint, coast, saunt, soapy, saith"
1066,rarer,2.526346554417965,"soily, sonly, souly, suint, stony"
1067,guard,2.5263226933558705,"toile, toise, slice, seity, stole"
1068,crush,2.5262018115029448,"toile, baile, alone, aline, liane"
1069,gleam,2.525537591946038,"roist, crost, story, snort, short"
1070,basin,2.5236652017822383,"corey, prole, drole, rouet, porey"
1071,reedy,2.5226015357705807,"saint, slant, sault, coast, loast"
1072,hinge,2.5221755970729283,"slart, slaty, roast, soral, solar"
1073,align,2.520991140407268,"soree, store, shoer, torse, sored"
1074,edict,2.5207704244903413,"soral, solar, saury, roany, sonar"
1075,flesh,2.5198305257797573,"roany, ariot, rainy, boart, orant"
1076,caulk,2.51954789125761,"soree, trone, trine, store, stire"
1077,ovary,2.5171183101628607,"slice, suite, stile, shite, shine"
1078,deuce,2.515966196118605,"slart, saint, slant, slaty, soily"
1079,scrap,2.515858319731496,"toile, boite, toney, moile, tuile"
1080,deign,2.514945187576248,"slart, slaty, roast, soral, solar"
1081,maybe,2.514640561778466,"roist, crost, snort, short, snirt"
1082,bravo,2.51426428396952,"slice, seity, suite, stile, shite"
1083,under,2.5140830003663583,"slaty, soily, coast, salty, coaly"
1084,china,2.5140018258800625,"sorel, soler, soree, store, torse"
1085,bulge,2.5139230794745657,"saint, roast, stary, roany, sonar"
1086,brink,2.513911143183813,"slate, salet, stale, coate, saute"
1087,prism,2.513333286582647,"coate, alone, olate, haole, blate"
1088,mural,2.5124472641965854,"toise, seity, stone, sonce, shote"
1089,latch,2.5116206910250822,"soree, siree, sored, snore, poire"
1090,abled,2.511416115165754,"roist, crost, story, snort, short"
1091,elect,2.511369955229592,"saury, roany, sonar, snary, rainy"
1092,debit,2.5109599430241287,"soral, solar, saury, roany, sonar"
1093,agony,2.510949544850777,"slier, stire, crise, slice, siler"
1094,tidal,2.510324713367535,"soree, crone, shoer, snore, shore"
1095,round,2.5102396173178616,"slate, saice, salet, stale, shale"
1096,tiara,2.510224576496921,"sonce, souce, socle, shone, close"
1097,aloud,2.509748645738757,"trine, stire, crise, crine, shier"
1098,drift,2.5088184053472453,"slane, shale, soave, sauce, alose"
1099,began,2.5086593564624278,"soily, roist, roily, crost, souly"
1100,posse,2.5083746570302514,"trail, rainy, lairy, clart, trial"
1101,mayor,2.5079791219796848,"slice, suite, stile, shite, shine"
1102,cheap,2.507658158357626,"soily, roist, roily, sonly, souly"
1103,crass,2.507628714279136,"toile, boite, toney, moile, tuile"
1104,march,2.507135718027513,"toile, toise, seity, suite, stole"
1105,ester,2.506226192601872,"coaly, daily, naily, moany, gaily"
1106,heath,2.505300025328665,"soily, roily, sonly, souly, crony"
1107,slunk,2.505105916876588,"roate, crate, trace, coate, tiare"
1108,swept,2.504855793366599,"roany, coaly, rainy, lairy, clary"
1109,liege,2.504357373558864,"roast, saury, stary, roany, sonar"
1110,pilot,2.5027016113976988,"saree, saner, crane, snare, share"
1111,bused,2.502391262818218,"roany, ariot, coaly, trail, rainy"
1112,lumen,2.5009772562744117,"roast, stary, shart, coast, stair"
1113,sauna,2.5004613978177077,"toile, corey, trice, poire, prole"
1114,beget,2.500189176189846,"soily, soral, solar, saury, roany"
1115,gauge,2.499873319321153,"soily, roist, roily, crost, sonly"
1116,brawn,2.499650621937102,"toile, toise, slice, seity, suite"
1117,north,2.4993309441507963,"saice, slade, sauce, slice, baile"
1118,ocean,2.4990501774278577,"shirt, surly, shily, sluit, silty"
1119,prawn,2.4987327967946182,"toile, toise, slice, seity, suite"
1120,stamp,2.498612370243535,"crone, crine, corey, oriel, noire"
1121,shall,2.498522532195003,"trone, trine, crone, crine, corey"
1122,liken,2.497327888938941,"roast, saury, stary, shart, coast"
1123,cobra,2.4969121876823985,"seity, suite, stile, shite, shine"
1124,purer,2.494687120588773,"saint, slant, slaty, soily, coast"
1125,briar,2.494090391725586,"stole, stone, sonce, souce, shote"
1126,flour,2.493368169007504,"saine, saice, stane, paise, seity"
1127,duvet,2.493249268158229,"soily, soral, solar, roany, sonar"
1128,rusty,2.4931081635014096,"baile, alone, aline, liane, daine"
1129,field,2.491852870569663,"roast, saury, stary, roany, sonar"
1130,privy,2.491549763565721,"slate, slane, salet, stale, coate"
1131,charm,2.491286332526851,"toile, toise, seity, suite, stole"
1132,fixer,2.4910288931834907,"slant, slaty, sault, coast, salty"
1133,label,2.4895896732295286,"roist, crost, story, snort, short"
1134,bleed,2.4890955805351256,"saint, roast, saury, stary, roany"
1135,merge,2.489072231476533,"saint, slant, slaty, soily, sault"
1136,joker,2.4889865369431776,"saint, slant, slaty, sault, salty"
1137,actor,2.488743670392904,"shine, slide, seine, shiel, slime"
1138,drink,2.488501830370083,"slate, salet, stale, coate, saute"
1139,revel,2.488257717994228,"saint, coast, saunt, soapy, saith"
1140,flask,2.4869989535674195,"trone, trine, crone, crine, corey"
1141,snowy,2.486923239995949,"crate, raile, trace, tiare, ariel"
1142,query,2.4868615035776536,"saint, slant, coast, loast, slain"
1143,showy,2.486819608346596,"crate, raile, crane, raine, trace"
1144,berry,2.4859393382714305,"saint, slant, sault, coast, loast"
1145,prong,2.4857651072707974,"slate, saice, salet, stale, saute"
1146,balmy,2.4848109117848383,"soree, trone, trine, store, stire"
1147,rhino,2.484487744509123,"slate, salet, stale, saute, slade"
1148,lemur,2.484123147384075,"saint, coast, soapy, saith, boast"
1149,asset,2.4837310667134944,"roily, crony, corny, drily, irony"
1150,stock,2.483692570344,"raile, raine, ariel, brane, paire"
1151,diode,2.4831126553637475,"slart, slant, slaty, saury, stary"
1152,knave,2.4828794271457464,"soily, roist, roily, crost, souly"
1153,adorn,2.482869594514989,"slice, seity, suite, stile, shite"
1154,bring,2.4826705589752924,"slate, salet, stale, coate, saute"
1155,dread,2.4824150065229267,"soily, sonly, souly, suint, stony"
1156,lanky,2.4817720189517933,"soree, store, stire, toise, crise"
1157,ashen,2.4815440008045124,"roily, triol, drily, droit, rioty"
1158,upset,2.480366329619472,"roany, coaly, rainy, lairy, clary"
1159,troll,2.479901005671886,"saine, saice, sauce, paise, samey"
1160,stick,2.4796801969060107,"brane, blaer, blare, alone, laree"
1161,cyber,2.478637245650668,"saint, slant, sault, loast, saunt"
1162,flaky,2.4785444191576813,"soree, trone, trine, store, stire"
1163,scram,2.4784916216706305,"toile, boite, toney, tuile, bolet"
1164,fence,2.4784291244783505,"slart, slaty, soily, roast, soral"
1165,graph,2.477492480880831,"toile, toise, slice, seity, suite"
1166,rover,2.477381861338545,"saint, slant, slaty, sault, salty"
1167,ideal,2.4772110978635915,"crost, story, snort, short, crony"
1168,order,2.4765434651865035,"saint, slant, slaty, sault, salty"
1169,blunt,2.4759675260152045,"soare, saice, saree, raise, arose"
1170,orbit,2.475029229943671,"slane, shale, slade, sauce, scale"
1171,viral,2.4750179270471,"stone, sonce, souce, shote, shone"
1172,drawn,2.4742413091233733,"toile, toise, slice, seity, suite"
1173,slung,2.4738653326680677,"roate, crate, trace, coate, tiare"
1174,rally,2.472759019189583,"toise, suite, stone, sonce, souce"
1175,caput,2.472731263842675,"slier, sorel, soler, soree, siler"
1176,sword,2.4718681279865744,"baile, aline, liane, maile, blate"
1177,rider,2.4717534279888147,"slant, slaty, sault, coast, salty"
1178,thank,2.471369584002721,"slier, sorel, soler, soree, crise"
1179,frisk,2.4711253928883625,"coate, alone, olate, haole, blate"
1180,tulle,2.4711100765074683,"roany, sonar, snary, rainy, sarin"
1181,could,2.469810229740578,"saine, sater, saree, saner, stare"
1182,feign,2.469800223099778,"slart, slaty, roast, soral, solar"
1183,wrack,2.4695564026621533,"toile, toise, seity, suite, stole"
1184,hence,2.4686210020588013,"slart, slaty, soily, roast, soral"
1185,sense,2.4684379306026902,"ariot, coaly, trail, lairy, boart"
1186,fluke,2.468292417838212,"saint, roast, stary, roany, sonar"
1187,stilt,2.4682638095795126,"crane, brane, carne, crone, brace"
1188,aorta,2.468061580010056,"slice, shine, slide, seine, shiel"
1189,befit,2.4673148426904,"soral, solar, saury, roany, sonar"
1190,exist,2.4672130621678106,"roany, coaly, clary, goary, hoary"
1191,phony,2.466688986205071,"slate, sater, saice, saree, salet"
1192,curio,2.4663571494515586,"slate, slane, salet, stale, stane"
1193,waxen,2.466285001116238,"soily, roist, roily, crost, souly"
1194,slash,2.465440857332416,"trone, trine, crone, crine, corey"
1195,third,2.4644804405620158,"slane, soave, sauce, alose, scale"
1196,overt,2.464170960716558,"slain, shaly, saucy, slaid, sadly"
1197,forth,2.463880665611417,"saine, slane, saice, slade, sauce"
1198,tango,2.4637486586376154,"slier, crise, slice, siler, shier"
1199,rower,2.4626494301215063,"saint, slant, slaty, sault, salty"
1200,parry,2.462312144167244,"toile, toise, slice, suite, stole"
1201,salad,2.46060089820081,"trone, trine, crone, crine, corey"
1202,flout,2.4603844169861326,"saine, saice, saree, saner, crane"
1203,audit,2.460052610393668,"sorel, soler, soree, crone, shoer"
1204,media,2.459860149031024,"crost, sonly, souly, story, snort"
1205,infer,2.459843216783321,"slaty, sault, coast, salty, coaly"
1206,flank,2.4592304265726703,"soree, store, stire, toise, crise"
1207,mason,2.459001338966843,"trice, cruet, tried, frite, plier"
1208,ratty,2.4580648184458256,"slice, sonce, souce, socle, shone"
1209,ghost,2.4577885798107086,"raile, crane, raine, ariel, carle"
1210,croup,2.4567666924590927,"saine, slate, slane, salet, stale"
1211,egret,2.455647253016532,"soily, coaly, soapy, slain, shaly"
1212,fiend,2.4549556621140094,"slart, slaty, roast, soral, solar"
1213,dozen,2.4544638522591447,"slart, slaty, saury, stary, sault"
1214,cavil,2.454347051567514,"soree, trone, store, shoer, torse"
1215,fetid,2.4543257425110294,"soral, solar, saury, roany, sonar"
1216,tepid,2.454234814892419,"soral, solar, saury, roany, sonar"
1217,rapid,2.4536372933839075,"stole, stone, sonce, souce, shote"
1218,chalk,2.453052043878627,"soree, trone, trine, store, stire"
1219,clink,2.451554719168175,"soare, sater, saree, roate, stare"
1220,lemon,2.450761179747367,"saury, stary, shart, stair, saith"
1221,study,2.450687782685182,"raile, crane, raine, ariel, carle"
1222,tally,2.450647171736393,"soree, crise, crone, shoer, crine"
1223,tonic,2.450402647383463,"saree, share, seare, sared, shale"
1224,organ,2.44731933056824,"slice, seity, suite, stile, shite"
1225,trunk,2.4470721331702787,"saice, shale, slade, soave, slice"
1226,mourn,2.4447791307125573,"slate, saice, salet, stale, shale"
1227,roost,2.444510306575578,"baile, aline, liane, daine, maile"
1228,vowel,2.444389363337705,"saint, saury, stary, shart, stair"
1229,jaunt,2.4434841854113154,"slier, sorel, soler, soree, crise"
1230,uncle,2.443102027555176,"roast, stary, shart, stair, ariot"
1231,squat,2.442688239415156,"crone, crine, corey, poire, prole"
1232,minor,2.442524867322115,"slate, salet, stale, saute, shale"
1233,aptly,2.4417688672846856,"soree, crise, crone, shoer, crine"
1234,sixty,2.4399088996606366,"crane, carle, brane, carne, blaer"
1235,smith,2.439785690247275,"crane, carle, brane, carne, blaer"
1236,ultra,2.43948171368857,"sonce, shone, shine, seine, poise"
1237,black,2.439410428580612,"soree, trone, trine, store, stire"
1238,final,2.438095893905759,"soree, store, shoer, torse, sored"
1239,belch,2.4374330766804757,"saint, roast, saury, stary, roany"
1240,woven,2.434704141175474,"slart, slaty, saury, stary, sault"
1241,cress,2.433884386573809,"laity, boaty, paint, daily, goaty"
1242,tipsy,2.4333221124841677,"crane, carle, brane, carne, blaer"
1243,habit,2.433297487166408,"sorel, soler, soree, crone, sored"
1244,porch,2.433055323931465,"saine, slate, slane, salet, stale"
1245,quest,2.4328669532741176,"roany, coaly, rainy, lairy, clary"
1246,riper,2.4323947209313217,"slant, slaty, sault, coast, salty"
1247,macro,2.432156731165785,"seity, suite, stile, shite, shine"
1248,tonga,2.431841421060733,"slier, crise, slice, siler, shier"
1249,stint,2.431366601123859,"carle, blaer, blare, brace, corey"
1250,smack,2.431207448963685,"trone, trine, toile, poire, prole"
1251,cabin,2.4310949747970945,"sorel, soler, soree, store, shoer"
1252,widen,2.4290757078257426,"slart, slaty, roast, soral, solar"
1253,viola,2.4288780102995045,"cruet, sture, cruse, seter, crest"
1254,focal,2.4279550073857656,"trine, stire, shier, siree, seity"
1255,neigh,2.4276952804285257,"slart, slaty, roast, soral, solar"
1256,shock,2.427167905185704,"raile, raine, tiare, ariel, irate"
1257,gaudy,2.426954015101531,"slier, sorel, soler, soree, trone"
1258,smirk,2.425682327341511,"coate, alone, olate, haole, blate"
1259,crown,2.425433010680397,"slate, salet, stale, saute, shale"
1260,unmet,2.425239853117209,"soily, soral, solar, coaly, lairy"
1261,valve,2.424850339845235,"roist, crost, story, snort, short"
1262,shell,2.4247782044896766,"roany, ariot, rainy, boart, orant"
1263,altar,2.4247511267927058,"sonce, souce, shone, shine, seine"
1264,renew,2.424411619224305,"slaty, soily, sault, coast, salty"
1265,blond,2.424347878302846,"sater, saice, saree, stare, crate"
1266,spurn,2.424204072802833,"coate, toile, baile, olate, maile"
1267,otter,2.4239910652917787,"slain, shaly, saucy, slaid, sadly"
1268,knelt,2.4239106858434845,"saury, soapy, goary, sarod, scary"
1269,sulky,2.42387219477264,"roate, crate, crane, raine, trace"
1270,newly,2.423614571980103,"roast, shart, coast, stair, ariot"
1271,brick,2.4235368679015545,"slate, slane, salet, stale, saute"
1272,friar,2.423536114435386,"stole, stone, sonce, souce, shote"
1273,modal,2.4234671162239554,"trine, stire, crise, crine, shier"
1274,primo,2.422619389542372,"slate, slane, salet, stale, saute"
1275,prick,2.42261904275907,"slate, slane, salet, stale, saute"
1276,adept,2.420736392230446,"soily, roily, sonly, souly, crony"
1277,yield,2.4206458742483123,"roast, sonar, shart, coast, saunt"
1278,merry,2.420353992244234,"saint, slant, sault, coast, loast"
1279,blind,2.4203355048648563,"soare, sater, saree, roate, stare"
1280,cling,2.4203141349596544,"soare, sater, saree, roate, stare"
1281,ralph,2.4195837689092485,"toise, seity, suite, stone, sonce"
1282,batch,2.4191917725294245,"slier, sorel, soler, soree, siler"
1283,where,2.4189203780247484,"saint, slant, slaty, soily, sault"
1284,inlay,2.4183394064324717,"soree, store, shoer, torse, sored"
1285,patch,2.41827394738694,"slier, sorel, soler, soree, siler"
1286,geese,2.418132925535467,"roany, ariot, coaly, trail, rainy"
1287,gonad,2.417217220596018,"slier, stire, crise, slice, siler"
1288,pixel,2.416987524838889,"roast, saury, stary, roany, sonar"
1289,lorry,2.4169109728246267,"saine, saice, saute, stane, sauce"
1290,bicep,2.4167794664308366,"slart, slant, slaty, roast, soral"
1291,piper,2.4167778210651765,"slant, slaty, sault, coast, salty"
1292,chasm,2.416494803964292,"trone, trine, toile, poire, prole"
1293,ferry,2.4153850609812304,"saint, slant, sault, coast, loast"
1294,touch,2.41531914103635,"saine, slane, saree, saner, slier"
1295,proud,2.4146915134058555,"saine, slate, slane, saice, salet"
1296,twirl,2.414457258099324,"soave, sauce, samey, spane, saned"
1297,speck,2.4141369719517134,"roany, ariot, trail, rainy, lairy"
1298,rabid,2.413300703165465,"stole, stone, sonce, souce, shote"
1299,chord,2.4132780654202577,"saine, slate, slane, salet, stale"
1300,panic,2.412788520874944,"sorel, soler, soree, store, shoer"
1301,handy,2.412583245018617,"slier, sorel, soler, soree, toile"
1302,bleep,2.4100234666788323,"saint, roast, saury, stary, roany"
1303,wield,2.4099672301587205,"roast, saury, stary, roany, sonar"
1304,doing,2.409306629392228,"slate, sater, saree, salet, stare"
1305,bench,2.408940101468233,"slart, slaty, soily, roast, soral"
1306,defer,2.408763983330115,"saint, slant, slaty, soily, sault"
1307,favor,2.408162610214386,"slice, seity, suite, stile, shite"
1308,zesty,2.4072375887582886,"clair, cairn, brail, drail, coral"
1309,woken,2.406631017972552,"slart, slaty, saury, stary, sault"
1310,brush,2.4059723437358977,"coate, toile, alone, aline, liane"
1311,nerve,2.4031719326571777,"slaty, soily, sault, coast, salty"
1312,evict,2.4031372172215377,"soral, solar, saury, roany, sonar"
1313,welsh,2.40313596125634,"roany, ariot, rainy, boart, orant"
1314,godly,2.4021535130955627,"saine, sater, saice, saree, saner"
1315,donut,2.401472949513849,"saice, saree, slier, raile, raise"
1316,elude,2.401227592780545,"saint, roast, stary, roany, sonar"
1317,bacon,2.4009391099425974,"slier, stire, siler, shier, siree"
1318,tacky,2.4004744650525245,"slier, sorel, soler, soree, siler"
